LSOA21CD,num_sales,total_floor_area,total_price,price_per_sqm,adj_price_per_sqm
E01000977,733,47894.284000000014,122758047.0,2563,4085
E01016511,714,47245.369999999995,124317777.0,2631,4085
E01006136,662,124712.49000000005,334304516.0,2681,4085
E01003352,369,32122.639999999992,86023195.0,2678,4085
E01002046,294,22028.067999999996,57968711.0,2632,4084
E01014721,636,68128.85930000007,182876792.0,2684,4084
E01033033,472,27050.00000000001,70738910.0,2615,4084
E01024181,802,60138.659999999974,171610764.0,2854,4084
E01031673,590,45181.51999999999,120048680.0,2657,4084
E01028690,666,58384.76199999999,149895977.0,2567,4084
E01023602,891,77286.56500000003,206514581.0,2672,4084
E01022872,686,65798.565,173811803.0,2642,4084
E01000722,870,66434.68799999995,176601721.0,2658,4084
E01023337,727,49628.62899999999,132484719.0,2670,4084
E01016663,570,53090.06400000001,141554055.0,2666,4084
E01002548,391,30644.320000000003,80371244.0,2623,4084
E01023645,518,49634.63000000001,132736127.0,2674,4084
E01014477,518,51313.76199999998,137440730.0,2678,4083
E01002265,632,44453.890000000036,118216524.0,2659,4083
E01006086,683,109741.29000000002,283637293.0,2585,4083
E01021779,696,46744.03000000001,122309937.0,2617,4083
E01034610,364,30838.820000000003,82911679.0,2689,4082
E01022620,495,39278.58999999999,104138397.0,2651,4082
E01028557,469,38554.75000000001,101832729.0,2641,4082
E01022897,824,69646.68400000001,181281640.0,2603,4082
E01019397,1232,127621.78,334114453.0,2618,4082
E01033844,416,54070.0,168960579.0,3125,4081
E01000564,300,24246.513000000003,61494844.0,2536,4081
E01017643,420,52320.93600000001,138752919.0,2652,4081
E01017808,623,45959.08,118739623.0,2584,4081
E01022994,532,60323.77799999998,163733547.0,2714,4080
E01015893,855,94063.48239999995,254840728.0,2709,4080
E01028574,447,40846.59799999998,106431823.0,2606,4080
E01001122,325,47417.32999999997,124993671.0,2636,4080
E01021542,653,63286.820000000036,174635999.0,2759,4080
E01023125,1071,87357.72000000002,229522917.0,2627,4080
E01009066,541,67325.61999999998,186077220.0,2764,4080
E01002590,556,41289.044999999984,108394257.0,2625,4080
E01002361,742,55038.919999999984,145582568.0,2645,4080
E01016310,596,53338.553,138918791.0,2604,4080
E01001514,736,57782.96699999997,147672509.0,2556,4080
E01031475,543,70357.32,194036018.0,2758,4079
E01023295,502,42312.30000000001,112027727.0,2648,4079
E01028815,439,49332.52099999999,131961226.0,2675,4079
E01015296,1446,103128.26199999993,268737554.0,2606,4079
E01028486,332,48877.44000000001,130966542.0,2679,4079
E01024143,1740,156493.31800000014,399986723.0,2556,4078
E01016237,763,58333.62099999999,149363110.0,2560,4078
E01000370,448,41109.01600000001,111576688.0,2714,4078
E01003236,444,32307.069999999992,84116965.0,2604,4078
E01030429,1132,70773.62000000004,181647034.0,2567,4078
E01034812,339,34415.0,104505740.0,3037,4078
E01021140,633,73173.37999999998,193542588.0,2645,4077
E01031529,310,47564.970000000016,125625985.0,2641,4077
E01034785,526,71906.66399999999,190887363.0,2655,4077
E01016196,501,44422.10900000002,115200599.0,2593,4077
E01003543,501,46222.54,122916683.0,2659,4077
E01024832,806,75394.39999999998,198200382.0,2629,4077
E01033622,1214,78806.56480000002,202177044.0,2565,4076
E01035575,764,49478.82799999997,126374844.0,2554,4076
E01031288,610,85155.56000000003,229854023.0,2699,4076
E01035228,650,59632.770000000004,171146844.0,2870,4076
E01016276,823,58758.74399999999,149767080.0,2549,4076
E01003258,327,24202.270000000015,64584781.0,2669,4076
E01031689,897,78805.63800000004,204790806.0,2599,4076
E01028610,478,45923.200000000004,121205150.0,2639,4076
E01021231,631,82074.55,216529545.0,2638,4076
E01034720,648,68818.02000000005,180812073.0,2627,4076
E01032662,462,29928.789999999986,77467266.0,2588,4076
E01002295,842,62593.229999999996,163670601.0,2615,4076
E01035755,487,52954.93999999997,148216208.0,2799,4075
E01023547,407,33739.310000000005,90229916.0,2674,4075
E01031888,455,60048.61,162080237.0,2699,4075
E01023456,578,54611.95200000004,141461139.0,2590,4075
E01031749,707,65289.14,174254932.0,2669,4074
E01033851,651,100937.18299999999,266131248.0,2637,4074
E01022094,686,81008.54999999999,220774329.0,2725,4074
E01022892,660,64627.94700000002,171482658.0,2653,4073
E01030482,506,44044.436,116555045.0,2646,4073
E01018253,366,52963.73999999998,143024031.0,2700,4073
E01016267,587,68075.87700000001,179407440.0,2635,4073
E01002553,389,26404.594999999998,66718085.0,2527,4073
E01016471,455,36176.32000000001,95613099.0,2643,4072
E01033611,1397,93206.76364000002,231189977.0,2480,4072
E01002611,433,36460.41999999999,95848095.0,2629,4072
E01023245,505,82881.97,217918810.0,2629,4072
E01022079,1085,92284.92000000009,249743322.0,2706,4071
E01017657,441,57857.21999999998,154037723.0,2662,4071
E01024479,570,48285.57399999999,132327026.0,2741,4071
E01028556,620,54651.7,137122126.0,2509,4071
E01030927,423,37760.38,99054099.0,2623,4071
E01024189,468,43443.412599999974,115512604.0,2659,4071
E01031683,791,58431.292,152948735.0,2618,4071
E01034781,527,54096.29000000001,160987696.0,2976,4071
E01002599,393,28261.144000000004,73379295.0,2596,4071
E01028578,547,49770.82600000001,129397408.0,2600,4070
E01017000,1228,107945.62899999999,281996150.0,2612,4070
E01001015,353,38629.039999999986,103791278.0,2687,4070
E01031766,591,76401.07800000001,203565732.0,2664,4070
E01035031,419,44685.33,131876620.0,2951,4070
E01016668,502,52737.82499999998,139554618.0,2646,4070
E01022077,689,66585.84000000001,182152716.0,2736,4070
E01030890,732,63538.849999999984,165677980.0,2608,4070
E01014712,426,57107.86000000001,150080784.0,2628,4069
E01016235,565,53688.110000000015,137647695.0,2564,4069
E01016194,443,59002.719999999965,158468891.0,2686,4069
E01023495,270,34380.55000000001,91428185.0,2659,4069
E01017770,976,72875.67000000003,191288817.0,2625,4069
E01021412,340,42508.86000000001,110177651.0,2592,4069
E01030739,538,46005.37239999999,123482223.0,2684,4069
E01022746,527,53280.181,143066818.0,2685,4069
E01004082,368,36264.1724,97044173.0,2676,4069
E01033148,579,47432.59000000001,116383111.0,2454,4069
E01022071,421,65119.28000000001,171456799.0,2633,4068
E01013366,589,57982.47565000001,154414411.0,2663,4068
E01017915,425,42162.32000000001,113458867.0,2691,4067
E01024269,508,50413.77699999998,138354536.0,2744,4067
E01001658,625,51268.840000000004,136347343.0,2659,4067
E01030422,867,67438.08999999995,180270970.0,2673,4067
E01030602,745,70039.81700000001,185285563.0,2645,4067
E01022207,487,70740.82719999999,185372874.0,2620,4067
E01035344,745,59779.610000000015,156003578.0,2610,4066
E01030826,539,50633.36000000002,135251451.0,2671,4066
E01018805,626,76805.34000000001,207849055.0,2706,4066
E01031195,632,94571.58999999997,252856313.0,2674,4066
E01031356,1347,141149.41999999998,379195546.0,2686,4066
E01016495,1065,62938.00000000001,157226608.0,2498,4066
E01017004,867,78695.28999999996,206592968.0,2625,4066
E01018600,690,146319.74249999993,389828458.0,2664,4066
E01035753,532,65187.36,185920681.0,2852,4066
E01022063,734,69101.12999999999,192993744.0,2793,4066
E01030634,350,28447.04000000003,75615219.0,2658,4065
E01033812,501,52612.93000000001,157809771.0,2999,4065
E01032675,1363,122844.0345,321413448.0,2616,4065
E01000029,631,50460.29399999999,135935563.0,2694,4065
E01001597,524,50132.45000000003,133185818.0,2657,4064
E01015817,656,64262.777999999984,174905759.0,2722,4064
E01015910,594,67870.24600000003,183431379.0,2703,4064
E01028778,515,52786.03,141689508.0,2684,4064
E01021463,456,47512.26199999998,126928573.0,2671,4064
E01022224,479,63756.29080000002,173799275.0,2726,4064
E01002320,423,41639.4,113046937.0,2715,4063
E01031709,890,68964.79000000001,184341949.0,2673,4063
E01000361,550,48812.69,130894931.0,2682,4063
E01021913,316,55291.62000000001,150787543.0,2727,4063
E01002593,522,40991.479999999996,106819390.0,2606,4063
E01003649,351,40381.91999999999,106239486.0,2631,4063
E01003216,492,51783.240000000034,138142448.0,2668,4063
E01032843,1026,85589.83799999997,234120264.0,2735,4063
E01031338,450,39987.538,107447511.0,2687,4063
E01004364,313,30177.680000000004,79750878.0,2643,4063
E01023175,711,71857.25800000006,185251768.0,2578,4063
E01035561,686,75345.516,198407312.0,2633,4062
E01033832,419,37892.94,113979293.0,3008,4062
E01028676,943,77099.11499999999,204372804.0,2651,4062
E01000352,683,52403.984,139208684.0,2656,4062
E01023096,945,85750.804,232018095.0,2706,4062
E01001598,421,46865.84999999999,126572699.0,2701,4062
E01024320,611,58618.060000000005,163266529.0,2785,4062
E01016492,628,60077.18999999999,148470073.0,2471,4061
E01001445,1385,87380.55000000002,216870244.0,2482,4061
E01004454,677,50992.09999999999,132541830.0,2599,4061
E01004341,250,20248.989999999998,53748108.0,2654,4061
E01001294,202,17489.949999999997,44292008.0,2532,4061
E01023227,656,67430.201,179115426.0,2656,4061
E01004426,484,44176.614,117859830.0,2668,4061
E01000398,416,32830.920000000006,87639659.0,2669,4060
E01030746,424,35443.54,95180394.0,2685,4060
E01003641,383,36525.47,95267092.0,2608,4060
E01031734,579,56410.37399999998,149211904.0,2645,4059
E01021622,438,40837.82000000001,111393331.0,2728,4059
E01017927,580,57354.00100000001,150232715.0,2619,4059
E01034532,737,72439.85299999996,193424496.0,2670,4059
E01022595,901,121129.80999999988,329182002.0,2718,4059
E01034573,384,42397.77999999999,128031548.0,3020,4059
E01028808,705,69275.72200000001,188548830.0,2722,4059
E01014387,522,60437.85899999999,167226720.0,2767,4059
E01028613,469,43564.07,114981326.0,2639,4058
E01002092,304,18381.810000000005,46735513.0,2542,4058
E01028786,359,34334.47000000001,91993829.0,2679,4058
E01021254,428,72614.58,195523449.0,2693,4058
E01031423,880,80380.10299999997,214972106.0,2674,4057
E01030793,673,47934.30669999999,126645410.0,2642,4057
E01018803,1403,123518.6399999999,322590225.0,2612,4057
E01001065,698,50924.99000000002,133850195.0,2628,4057
E01000384,873,70141.343,184537134.0,2631,4057
E01031758,468,56670.60100000001,148726974.0,2624,4057
E01022216,587,80336.2008,212651197.0,2647,4057
E01001033,804,64921.486300000004,168395026.0,2594,4057
E01003724,387,39734.87000000001,104908751.0,2640,4056
E01022564,684,73095.94999999998,199399577.0,2728,4056
E01026764,630,63795.047,175535440.0,2752,4056
E01027718,847,94727.40000000002,247785343.0,2616,4056
E01035348,1037,61675.64600000001,159036046.0,2579,4056
E01023389,579,54727.579999999994,146291657.0,2673,4056
E01014617,426,52812.3,142829539.0,2704,4055
E01031718,674,67234.77999999998,177892025.0,2646,4055
E01000565,246,26718.510000000006,68933541.0,2580,4055
E01000798,297,23064.916999999994,61496557.0,2666,4055
E01021147,327,52144.454000000005,137467343.0,2636,4054
E01003644,280,28164.14133,73879547.0,2623,4054
E01024802,1298,96681.16999999995,249373502.0,2579,4054
E01024324,735,59003.16000000001,153052076.0,2594,4054
E01024040,402,43339.56000000001,118651239.0,2738,4053
E01035433,822,55462.52999999999,142794913.0,2575,4053
E01020362,679,71294.19399999999,191856846.0,2691,4053
E01034824,630,53996.37999999999,157232807.0,2912,4053
E01017959,665,62689.055999999946,163744352.0,2612,4053
E01023141,176,11203.23,31027975.0,2770,4053
E01022082,820,84420.56999999996,233384235.0,2765,4052
E01021954,973,98318.08999999998,279101697.0,2839,4052
E01016327,458,49149.84600000001,127201553.0,2588,4052
E01002660,214,17360.620000000003,44531935.0,2565,4052
E01023906,288,25036.849999999995,66305984.0,2648,4052
E01031492,434,37362.83,98744936.0,2643,4052
E01022073,556,60788.31999999998,168878661.0,2778,4051
E01000327,408,41287.56899999998,111638156.0,2704,4051
E01022211,1117,107026.55420000001,282300193.0,2638,4051
E01019894,922,109828.27799999993,290185810.0,2642,4051
E01028484,268,32318.23,83383795.0,2580,4051
E01016338,792,65748.29000000004,171476237.0,2608,4050
E01033651,754,45410.903999999995,121571812.0,2677,4050
E01033815,342,39597.01,116636500.0,2946,4050
E01020380,443,59973.38600000003,165217179.0,2755,4050
E01015402,1389,198446.3660000001,517146057.0,2606,4050
E01035446,571,34905.704,101494811.0,2908,4050
E01032665,803,54440.32999999997,142482985.0,2617,4050
E01017977,478,36851.05799999999,99447323.0,2699,4050
E01023828,385,28690.545999999988,76597311.0,2670,4049
E01031633,377,49873.77,129962223.0,2606,4049
E01030785,429,44004.681999999986,117581206.0,2672,4049
E01028619,573,59524.57499999996,158620592.0,2665,4049
E01020426,799,75410.62999999996,199093369.0,2640,4049
E01022632,455,45871.02,120719035.0,2632,4049
E01022083,712,76150.28000000001,200843471.0,2637,4049
E01002633,258,19882.891999999996,52344390.0,2633,4049
E01031369,753,63632.32000000003,169024935.0,2656,4048
E01000780,530,46874.80000000001,126317611.0,2695,4048
E01035209,224,33031.62,88850810.0,2690,4048
E01001125,410,45017.600000000006,119432647.0,2653,4048
E01024133,646,57896.86599999999,145007798.0,2505,4048
E01033842,414,46977.0,145636053.0,3100,4048
E01000705,532,46397.37000000001,122098155.0,2632,4048
E01031284,323,45755.46,121101890.0,2647,4047
E01023238,637,68797.94,181774365.0,2642,4047
E01000510,364,32914.33,81715770.0,2483,4047
E01028695,517,46673.17999999999,125569983.0,2690,4047
E01016651,660,54239.14200000002,138118705.0,2546,4046
E01016972,795,64716.65000000004,169240816.0,2615,4046
E01002304,393,41642.75,110146525.0,2645,4046
E01021854,757,75073.56999999998,204929926.0,2730,4046
E01016302,414,61544.12700000002,157366186.0,2557,4046
E01000365,823,61211.659999999974,160242181.0,2618,4046
E01034142,617,38904.186,97279602.0,2500,4045
E01002661,143,14157.310000000003,35932926.0,2538,4045
E01001088,407,38083.07200000001,98972882.0,2599,4045
E01017972,358,33443.729999999996,88615798.0,2650,4045
E01024332,247,32730.289999999994,87376967.0,2670,4045
E01017720,384,43139.11600000001,111208311.0,2578,4045
E01024350,753,66934.8,183351123.0,2739,4045
E01004399,230,19437.250000000007,51789527.0,2664,4045
E01000992,338,30738.464999999997,79657599.0,2591,4044
E01004083,161,10427.619999999997,27682414.0,2655,4044
E01023020,674,65646.53,175494188.0,2673,4044
E01000984,530,40422.595499999996,103424189.0,2559,4044
E01000509,201,20382.199999999997,51204582.0,2512,4044
E01006085,781,125587.55600000004,328167436.0,2613,4043
E01031244,506,85942.27000000002,227458633.0,2647,4043
E01035724,412,40817.43999999999,122758230.0,3007,4043
E01022064,506,77580.73000000004,210877345.0,2718,4043
E01022384,515,69227.33999999995,184462961.0,2665,4042
E01001982,338,30369.36999999999,79784742.0,2627,4042
E01031209,735,106082.80527999999,280958565.0,2648,4042
E01003387,485,34839.92,92175847.0,2646,4041
E01033026,769,73400.74000000003,191647625.0,2611,4041
E01021559,404,44429.35999999998,118492612.0,2667,4041
E01003375,396,34432.42,89882601.0,2610,4041
E01003720,527,38994.009999999995,101167992.0,2594,4041
E01030710,570,44381.68000000001,118137860.0,2662,4041
E01002365,402,33081.995999999985,88817470.0,2685,4041
E01001327,333,28592.521999999997,72892110.0,2549,4040
E01028795,415,56407.06000000001,145737199.0,2584,4040
E01002645,450,36992.72000000001,93053380.0,2515,4040
E01024803,515,75001.96999999999,202342052.0,2698,4040
E01001034,868,68115.05000000002,176374716.0,2589,4040
E01031973,451,70243.48299999996,186132761.0,2650,4040
E01001481,417,32221.656000000003,81901623.0,2542,4040
E01000595,219,17577.239999999998,43836860.0,2494,4039
E01001293,241,19398.036,48875175.0,2520,4039
E01024465,572,40178.154,104935444.0,2612,4039
E01024271,422,45577.99999999999,121025310.0,2655,4038
E01023136,1126,84136.97,230294688.0,2737,4038
E01016702,778,78191.97019999997,201473180.0,2577,4038
E01031317,681,73102.04599999999,190320717.0,2603,4038
E01016887,577,49706.063999999984,131471332.0,2645,4038
E01028495,476,38061.26999999998,99148194.0,2605,4037
E01035180,433,50572.909999999996,135056437.0,2671,4037
E01021545,901,73056.01999999999,186230649.0,2549,4037
E01024785,714,55953.15999999998,146796179.0,2624,4037
E01021587,570,55958.90000000006,150793948.0,2695,4037
E01000725,751,50263.170999999995,129916461.0,2585,4037
E01031670,1030,66792.44,172458201.0,2582,4037
E01031737,579,54212.293000000034,142539591.0,2629,4036
E01016258,375,34796.806000000004,91423606.0,2627,4036
E01034105,490,51213.8,158677749.0,3098,4036
E01000621,204,18161.710000000006,46363050.0,2553,4036
E01031671,711,60441.058000000034,152690831.0,2526,4036
E01024744,584,65103.98000000001,169863719.0,2609,4035
E01024379,325,47224.969999999994,123158044.0,2608,4035
E01003321,588,48537.54000000001,127127060.0,2619,4035
E01016229,611,56897.380000000034,146866617.0,2581,4035
E01002302,469,42135.350000000006,112647069.0,2673,4035
E01022072,658,94931.12000000002,253405924.0,2669,4035
E01023178,516,72465.31400000001,191276086.0,2640,4034
E01016468,596,51748.729999999996,135635959.0,2621,4034
E01003190,483,32231.39000000001,81774468.0,2537,4034
E01034546,403,41234.01,125030946.0,3032,4034
E01016469,581,43490.308079999995,113123970.0,2601,4033
E01034440,349,42547.748,126624277.0,2976,4033
E01003640,509,41706.86,107580629.0,2579,4033
E01023856,1611,116835.50100000002,297800187.0,2549,4033
E01010186,970,91451.85000000003,237670989.0,2599,4033
E01030433,663,49316.53,127625924.0,2588,4033
E01000394,573,48433.82599999999,126931526.0,2621,4033
E01031680,708,82840.92,213628064.0,2579,4033
E01010193,409,54421.53999999997,140100587.0,2574,4033
E01023171,460,95607.20500000002,251612673.0,2632,4032
E01021248,720,55919.47199999999,144959500.0,2592,4032
E01017960,326,24360.33000000001,64078810.0,2630,4032
E01021636,265,27392.29000000002,72141684.0,2634,4032
E01031617,879,96047.11499999993,252268413.0,2627,4032
E01035182,233,34038.420000000006,92429216.0,2715,4032
E01024446,461,47248.09400000002,125296878.0,2652,4032
E01034826,390,34867.912,99269987.0,2847,4031
E01002646,361,24788.649999999998,59673631.0,2407,4031
E01002333,405,43620.800000000025,116757495.0,2677,4031
E01019606,432,59553.6,160085559.0,2688,4031
E01033992,480,29950.72,82464603.0,2753,4031
E01035233,487,61690.06,175196676.0,2840,4031
E01031631,543,53160.16,141856338.0,2668,4031
E01021099,408,57132.57499999999,151110189.0,2645,4031
E01003414,410,37513.967999999986,95680487.0,2551,4031
E01014667,578,73029.11000000002,190975335.0,2615,4030
E01004109,407,37354.72999999998,99034927.0,2651,4030
E01001316,320,23956.571000000004,60974863.0,2545,4030
E01004129,338,24174.6168,63257996.0,2617,4030
E01021146,819,113238.66699999999,309651379.0,2735,4030
E01021561,616,61148.05,163544512.0,2675,4030
E01001170,1037,65482.95599999998,164632355.0,2514,4029
E01024437,396,44322.94000000003,116978144.0,2639,4029
E01016419,881,69129.22907000004,181450131.0,2625,4029
E01022128,587,73467.49600000001,194836423.0,2652,4029
E01024316,684,70658.60400000002,197629334.0,2797,4029
E01028488,838,51548.86000000001,129470976.0,2512,4029
E01016959,600,77714.88800000002,205537802.0,2645,4029
E01022893,628,66651.52100000001,178196250.0,2674,4029
E01014416,582,66479.44000000003,175484578.0,2640,4028
E01023237,380,36547.439999999995,99557143.0,2724,4028
E01023657,1330,123641.20999999998,317002104.0,2564,4028
E01024124,634,48647.59999999998,126085672.0,2592,4028
E01024323,691,59847.398000000016,163247934.0,2728,4028
E01022926,557,62988.32300000002,171841720.0,2728,4028
E01022495,1273,83487.87400000001,207574912.0,2486,4027
E01033818,472,51159.53999999999,151693540.0,2965,4027
E01004434,543,40034.40199999999,103393491.0,2583,4027
E01023484,671,54501.41600000004,140588885.0,2580,4027
E01035178,595,66548.23999999999,176247994.0,2648,4027
E01024777,202,21303.6,56681336.0,2661,4027
E01001021,323,27037.24,71133689.0,2631,4027
E01016254,515,53517.308000000005,138843639.0,2594,4026
E01016231,751,65309.19200000001,166692170.0,2552,4026
E01021626,562,63734.767,168267018.0,2640,4025
E01035342,643,58322.40000000001,153782751.0,2637,4025
E01031696,503,48047.38000000001,126231680.0,2627,4025
E01035007,571,53305.320000000014,155057117.0,2909,4025
E01035453,356,37439.86,110671544.0,2956,4024
E01031873,487,69076.24,179956293.0,2605,4024
E01010152,423,53298.10000000003,141600078.0,2657,4024
E01015816,764,54996.61200000001,146715452.0,2668,4024
E01002429,426,28640.870000000006,72213977.0,2521,4024
E01028800,288,37200.67,98476673.0,2647,4024
E01002540,813,48894.18,118774530.0,2429,4024
E01016365,1297,103055.29819999989,259358775.0,2517,4023
E01023600,442,46115.89000000002,121701845.0,2639,4023
E01004376,375,34513.82,89951375.0,2606,4023
E01022085,1186,101004.07000000002,258224017.0,2557,4023
E01023445,480,38142.1,99757440.0,2615,4023
E01023433,973,72182.0,186014755.0,2577,4023
E01016927,576,49737.75,129891325.0,2612,4022
E01004330,579,52237.24999999998,138365011.0,2649,4022
E01031232,1126,107689.421,271441401.0,2521,4022
E01014615,547,65163.09399999997,174150893.0,2673,4022
E01031589,580,50807.897999999994,133208613.0,2622,4022
E01031495,866,66684.98099999999,171406778.0,2570,4022
E01035758,796,61765.67999999999,159473733.0,2582,4022
E01028785,534,46720.45999999996,120639261.0,2582,4021
E01019951,930,127609.62000000002,335141572.0,2626,4021
E01023858,1220,75881.78999999995,190401245.0,2509,4021
E01003675,291,29150.649999999994,76021410.0,2608,4020
E01024816,505,57326.529999999984,149096258.0,2601,4020
E01021591,626,53336.09999999999,141519272.0,2653,4020
E01034991,194,12570.400000000001,33109807.0,2634,4020
E01016233,925,73563.28399999999,186648107.0,2537,4020
E01004329,627,50631.289999999986,131584575.0,2599,4019
E01021543,666,65563.48999999996,174276725.0,2658,4019
E01006079,1036,106341.39500000005,284348971.0,2674,4019
E01027734,409,67054.59999999999,174005205.0,2595,4018
E01003140,326,30525.420000000016,78944233.0,2586,4018
E01002560,426,35182.46000000001,91697265.0,2606,4018
E01033933,159,15916.670000000002,39553400.0,2485,4018
E01035584,752,51742.55999999995,134640205.0,2602,4018
E01016872,1162,83598.53300000004,213261462.0,2551,4017
E01033067,631,42759.89000000001,113472187.0,2654,4017
E01032022,1050,91803.66199999994,233011559.0,2538,4017
E01002094,237,18412.3842,47040315.0,2555,4016
E01003389,442,35826.61,92867162.0,2592,4016
E01034820,948,114976.75800000002,303070739.0,2636,4016
E01014409,520,47897.205999999984,126637472.0,2644,4016
E01021560,894,70107.59999999999,184198184.0,2627,4016
E01035347,868,63431.26999999999,162153336.0,2556,4016
E01016863,552,50732.04000000001,130613026.0,2575,4016
E01035006,482,41363.78999999999,114650469.0,2772,4015
E01004328,544,44175.25000000002,115002963.0,2603,4015
E01018262,481,46514.38,122810827.0,2640,4015
E01016287,307,46036.72600000001,118602441.0,2576,4015
E01017795,686,58114.269999999975,152402680.0,2622,4015
E01022490,812,80875.13299999999,205325390.0,2539,4015
E01000362,524,47230.50699999998,125736566.0,2662,4015
E01023111,706,76670.15000000002,202747129.0,2644,4014
E01021632,337,34861.97,95926953.0,2752,4014
E01018582,1372,135212.98000000007,362726420.0,2683,4014
E01035568,512,44372.94999999998,127996501.0,2885,4014
E01002100,399,31217.65399999999,78449084.0,2513,4014
E01017861,560,52508.050000000025,135958082.0,2589,4014
E01031733,950,76855.22999999995,197399936.0,2568,4014
E01030426,911,71534.13999999994,178141416.0,2490,4013
E01001578,589,42046.17800000001,105567969.0,2511,4013
E01023939,333,26810.23000000002,69347772.0,2587,4013
E01023228,705,74228.22799999999,197689956.0,2663,4013
E01033592,644,49463.31000000001,121841202.0,2463,4012
E01022098,309,46857.40999999999,122653753.0,2618,4012
E01034661,255,42996.380000000005,114978939.0,2674,4012
E01001562,454,17715.130000000005,41921878.0,2366,4012
E01028492,523,44284.94,115078425.0,2599,4012
E01022640,902,73942.27,208032172.0,2813,4011
E01033000,186,13483.260000000002,32987158.0,2447,4011
E01002640,282,23442.250000000004,57225209.0,2441,4011
E01030483,270,22441.44799999999,58974802.0,2628,4011
E01022617,733,77569.29899999998,205147639.0,2645,4011
E01018589,554,84843.35000000003,226660066.0,2672,4010
E01024273,389,53733.70999999999,142191430.0,2646,4010
E01016897,998,86508.61899999993,222607623.0,2573,4010
E01010693,546,90361.08000000002,237565253.0,2629,4010
E01031622,712,82695.264,207508356.0,2509,4009
E01021548,589,42561.09000000002,109835637.0,2581,4009
E01003221,575,56418.34,146560044.0,2598,4009
E01017918,736,56603.34,144908986.0,2560,4009
E01031535,597,64188.15000000002,174564742.0,2720,4009
E01023891,249,19538.349999999995,51627644.0,2642,4009
E01000325,346,38717.48400000001,105283663.0,2719,4008
E01035593,684,62568.33999999998,161016189.0,2573,4008
E01002492,315,26225.379999999994,65492737.0,2497,4008
E01023590,840,62017.68,160814187.0,2593,4008
E01023165,422,64869.916999999994,168123528.0,2592,4008
E01016269,548,72677.08599999998,188326633.0,2591,4008
E01031391,1050,109108.35000000002,280844075.0,2574,4008
E01022202,412,55918.52889999997,148891600.0,2663,4008
E01014621,419,61621.69674,162935010.0,2644,4007
E01016261,679,71701.271,182158449.0,2541,4007
E01028732,698,62174.12999999992,166872675.0,2684,4007
E01023384,565,45028.27,119652465.0,2657,4007
E01002243,620,47869.63,123369309.0,2577,4006
E01016618,369,40915.87999999999,105867405.0,2587,4006
E01034483,13,790.63,2330633.0,2948,4006
E01017922,989,79613.08,211773499.0,2660,4006
E01000410,491,43673.93800000003,116066984.0,2658,4006
E01028810,831,52463.980000000025,132410565.0,2524,4006
E01033341,438,31303.689999999995,79178036.0,2529,4006
E01028752,538,69989.54479999996,182518795.0,2608,4005
E01030759,618,50507.66159999996,128478387.0,2544,4005
E01022531,389,43088.32699999999,112513329.0,2611,4005
E01030803,788,66062.95199999993,168800542.0,2555,4004
E01003350,264,22028.404000000002,56316040.0,2557,4004
E01033027,898,71518.66400000005,183861194.0,2571,4004
E01035427,750,84532.0,253168501.0,2995,4004
E01023347,398,41401.564,108754780.0,2627,4004
E01016985,565,60782.66499999997,158151384.0,2602,4004
E01016198,642,53652.97000000001,135257280.0,2521,4004
E01000738,497,43918.58,116424019.0,2651,4004
E01035736,387,36734.009999999995,104475831.0,2844,4004
E01028552,429,35286.62,92555496.0,2623,4004
E01024024,1136,117752.41100000005,306790859.0,2605,4004
E01016614,386,45824.901999999995,122098233.0,2664,4003
E01018652,702,104123.03000000006,270022311.0,2593,4003
E01001150,648,56282.22000000001,146085146.0,2596,4003
E01016307,437,45675.52499999999,118816887.0,2601,4003
E01034987,521,47161.630000000056,139533670.0,2959,4003
E01003679,321,42175.36599999998,111336174.0,2640,4002
E01010184,607,61916.97000000004,167959424.0,2713,4002
E01018257,380,36247.98200000001,96222450.0,2655,4002
E01014849,691,98719.20000000006,266738445.0,2702,4002
E01003665,376,34638.34000000001,88885647.0,2566,4002
E01002287,425,38113.709999999985,101786024.0,2671,4002
E01022491,754,74206.84000000005,193476851.0,2607,4002
E01028802,373,57425.12000000002,151112525.0,2631,4001
E01001437,647,43045.141999999985,105639853.0,2454,4001
E01016949,578,46327.980000000025,116128766.0,2507,4001
E01002490,510,38762.09000000002,95786742.0,2471,4000
E01035046,780,39965.50999999999,98771560.0,2471,4000
E01022537,511,56040.72899999997,145456577.0,2596,4000
E01032570,796,73973.68999999999,193596139.0,2617,4000
E01002139,154,12139.480000000003,31388300.0,2586,4000
E01032958,593,74757.33999999997,190711237.0,2551,4000
E01028822,892,66399.02600000001,169896502.0,2559,4000
E01024791,482,59480.3,154593796.0,2599,4000
E01026739,819,105730.4899999999,280984941.0,2658,4000
E01002592,581,37579.25899999998,94012495.0,2502,3999
E01017691,614,54615.92000000004,140774520.0,2578,3999
E01002288,443,45133.35899999999,117316672.0,2599,3999
E01003132,332,27290.14000000001,72088117.0,2642,3999
E01001139,679,52816.84000000001,136937911.0,2593,3999
E01010187,589,87944.74000000003,223881044.0,2546,3999
E01035576,550,30340.680000000008,76946953.0,2536,3999
E01003752,631,60923.359999999986,158092963.0,2595,3999
E01022709,594,69421.988,181826783.0,2619,3998
E01031580,1177,109687.14000000006,275535467.0,2512,3998
E01002507,333,27977.070000000003,69477733.0,2483,3998
