LSOA21CD,num_sales,total_floor_area,total_price,price_per_sqm,adj_price_per_sqm
E01024245,614,73592.59249999998,158198715.0,2150,3164
W01001848,513,50690.07199999999,105540484.0,2082,3163
E01027677,1010,113982.85299999997,230039037.0,2018,3163
E01016486,356,27103.036,52938550.0,1953,3163
E01011376,546,60283.940000000024,129209895.0,2143,3163
E01020056,804,88060.31999999998,187411779.0,2128,3163
E01017397,728,70146.838,142899057.0,2037,3163
E01018537,826,100489.92999999996,210047264.0,2090,3163
E01032182,691,88797.884,192392143.0,2167,3163
E01024536,693,82200.86399999996,168001668.0,2044,3162
E01021675,512,58809.65000000003,121823831.0,2071,3162
E01028421,635,114143.42000000001,236687981.0,2074,3162
E01005868,500,47111.24000000002,98257891.0,2086,3162
E01029084,605,53135.295000000006,110776631.0,2085,3162
E01024016,1049,61107.26239999999,120440662.0,1971,3162
E01020333,953,97480.16999999998,204022127.0,2093,3162
E01024690,579,52005.28400000001,105995882.0,2038,3162
E01020534,732,72988.214,146863138.0,2012,3162
E01007954,443,50240.019999999975,104680091.0,2084,3162
E01028428,358,35478.259999999995,72267642.0,2037,3162
E01027841,362,41726.223,86234456.0,2067,3161
E01022711,471,39653.19999999999,80960076.0,2042,3161
E01022318,528,51108.48199999998,108129048.0,2116,3161
E01015198,805,72477.15999999996,149642423.0,2065,3161
W01001590,503,79846.99999999999,165866165.0,2077,3161
E01032374,475,59356.399999999994,121549696.0,2048,3161
E01029674,570,58776.8,117982587.0,2007,3161
E01014474,456,36411.13000000001,73509320.0,2019,3161
E01019603,559,76569.799,160730955.0,2099,3160
E01029675,409,34160.825999999994,72398398.0,2119,3160
E01015949,521,42318.60400000001,88454215.0,2090,3160
E01032818,1181,103479.75,200591772.0,1938,3160
E01023055,303,28552.606000000007,59330036.0,2078,3160
E01016753,1163,93341.87800000006,179587552.0,1924,3160
E01028972,673,76447.773,161471388.0,2112,3160
E01027021,520,70444.61999999998,143958740.0,2044,3160
E01017297,452,49670.369999999995,99938630.0,2012,3159
E01016358,754,57797.521,111564012.0,1930,3159
E01022634,549,40934.335999999996,81243088.0,1985,3159
E01017441,452,57035.40000000002,116032980.0,2034,3159
E01033285,730,42226.65099999998,82958912.0,1965,3159
E01024066,433,32771.829000000005,68070100.0,2077,3159
E01020560,779,72035.21199999997,145254347.0,2016,3159
E01003591,313,24882.399999999998,47697782.0,1917,3158
E01015371,896,64441.210000000014,126151935.0,1958,3158
E01035129,746,70281.28,156458009.0,2226,3158
E01031855,527,62184.96999999998,130510205.0,2099,3158
E01020187,694,74981.11000000002,164078869.0,2188,3158
E01017483,536,47194.72999999998,97041744.0,2056,3158
E01024654,833,67629.52200000003,138185607.0,2043,3158
E01026349,670,64144.865000000005,132930178.0,2072,3158
E01011570,1047,119728.86999999994,238836216.0,1995,3158
E01000338,734,56236.12499999999,112137916.0,1994,3158
E01028087,466,64217.56,136252511.0,2122,3158
E01016166,453,39685.96,83706415.0,2109,3158
E01023260,200,16923.4,33381040.0,1972,3158
E01035086,504,69962.69800000002,146462436.0,2093,3158
W01001821,472,52797.05399999997,107648110.0,2039,3157
E01031325,506,44127.360000000015,89344346.0,2025,3157
E01033048,703,59543.25000000003,120929826.0,2031,3157
E01005880,507,54907.41000000002,113729269.0,2071,3157
E01011280,900,88118.09999999992,184550931.0,2094,3157
E01001633,277,22731.499999999996,45658740.0,2009,3157
E01006124,443,51368.36999999999,108440802.0,2111,3157
E01019616,533,60570.58900000002,126269305.0,2085,3157
E01021648,1367,112154.1800000001,224980747.0,2006,3157
E01011459,786,71429.44249999996,146678308.0,2053,3156
E01019592,656,85455.58000000009,178662415.0,2091,3156
E01029024,617,76724.91,160729377.0,2095,3156
E01021888,656,54925.099999999984,118347097.0,2155,3156
E01014879,771,64218.979999999996,126189237.0,1965,3156
W01001586,1207,145792.65400000007,290164328.0,1990,3156
E01021515,345,33468.848000000005,70513754.0,2107,3156
E01028456,506,43671.90999999998,88722546.0,2032,3156
E01022654,831,60214.256,120235246.0,1997,3156
E01030100,608,75884.36000000002,156652537.0,2064,3156
E01016791,617,51239.17999999997,105822332.0,2065,3156
E01020508,516,68040.27500000001,139937741.0,2057,3156
E01021410,721,59948.99400000002,120961624.0,2018,3155
E01016406,414,38386.479999999996,74408120.0,1938,3155
E01014756,961,63588.97600000002,128956310.0,2028,3155
W01001728,492,52467.41499999999,107132232.0,2042,3155
E01024281,329,29178.67599999998,61081252.0,2093,3155
E01005813,566,55365.81999999998,113610537.0,2052,3155
E01032024,1449,105825.55000000003,209806171.0,1983,3155
E01032001,586,58672.90600000001,118940384.0,2027,3155
E01024076,898,79649.18999999997,158857231.0,1994,3155
E01003566,193,16223.16,31403143.0,1936,3154
E01003581,325,29640.690000000002,59028635.0,1991,3154
E01029021,344,42537.279999999984,86386037.0,2031,3154
E01024101,543,49252.849999999984,98069361.0,1991,3154
E01018610,1026,96340.64,196581999.0,2040,3154
E01034677,332,50432.42800000001,107593495.0,2133,3154
E01027303,837,86044.96699999998,174445057.0,2027,3154
E01024373,849,76557.12999999996,157117397.0,2052,3154
E01005151,583,50283.38079999997,102978020.0,2048,3153
E01016081,802,66486.80200000003,132779679.0,1997,3153
E01019628,490,52591.87000000001,115015885.0,2187,3153
E01018907,549,49539.86999999999,103278625.0,2085,3153
W01001888,572,55887.458,113894019.0,2038,3153
E01015984,325,29387.310999999994,61176764.0,2082,3153
E01032703,974,93023.38000000005,187554635.0,2016,3153
E01028569,247,15889.944000000001,30339585.0,1909,3153
E01018612,487,54037.29500000003,113731116.0,2105,3152
W01000084,308,36950.802,78106150.0,2114,3152
E01017059,487,50640.09299999999,105783642.0,2089,3152
E01015377,804,68024.02600000003,135767609.0,1996,3152
E01029654,553,67918.37600000002,140405987.0,2067,3152
E01034444,1237,87807.388,173054823.0,1971,3152
E01029338,454,61909.723999999995,124400073.0,2009,3152
E01018814,648,49629.370000000024,101293421.0,2041,3152
E01028519,244,21261.882,44056700.0,2072,3152
E01013468,597,64646.07679999998,130761307.0,2023,3151
E01022160,695,57062.86700000001,116308554.0,2038,3151
E01023402,516,42881.05999999998,87186974.0,2033,3151
E01031872,461,52872.69000000001,108331595.0,2049,3151
E01035313,509,41299.94000000001,89344095.0,2163,3151
E01006169,569,51770.849999999955,109563800.0,2116,3151
E01029342,324,44696.159,91381155.0,2044,3151
E01015416,684,60350.049999999945,119121966.0,1974,3151
E01035557,572,51802.7368,108102539.0,2087,3151
E01024154,222,17565.12,36880849.0,2100,3151
E01014982,583,40113.1322,81543464.0,2033,3150
E01005776,566,75828.78000000004,154742253.0,2041,3150
E01018592,651,61590.827,129343590.0,2100,3150
E01009560,300,42538.46600000001,89065135.0,2094,3150
E01013068,865,108954.03,239348419.0,2197,3149
E01035298,538,41869.43000000002,94579866.0,2259,3149
E01028843,302,39700.22,80789227.0,2035,3149
E01022397,385,48316.969999999994,100557866.0,2081,3149
E01024074,508,50414.92999999999,103645490.0,2056,3149
E01016789,751,59252.76000000004,116241370.0,1962,3149
E01034355,467,34605.00600000001,72902222.0,2107,3149
E01031818,751,60760.74000000003,121136744.0,1994,3149
E01022395,633,58834.61999999995,122699720.0,2086,3149
E01021736,341,32250.17999999999,66317600.0,2056,3149
E01030057,586,77622.23400000001,157095211.0,2024,3149
E01034544,664,56199.73999999998,109088101.0,1941,3149
E01027663,561,48139.74999999998,98990470.0,2056,3149
E01027709,384,39918.88380000001,85022875.0,2130,3149
E01010136,583,52100.782,108863629.0,2089,3149
E01019609,1084,104287.73399999988,220985496.0,2119,3148
E01023981,429,51162.64,107898204.0,2109,3148
E01027265,861,71859.90999999996,145022065.0,2018,3148
W01001858,703,77384.23999999999,156381944.0,2021,3148
E01026937,661,86229.51400000002,174430125.0,2023,3148
E01019950,547,54180.44100000003,112086381.0,2069,3148
E01021847,337,26628.4896,55509609.0,2085,3148
E01027782,490,58225.669999999984,121852930.0,2093,3148
E01017857,421,31580.99000000001,62725941.0,1986,3148
E01024118,788,64856.690000000046,135438032.0,2088,3148
E01015358,733,69519.08000000005,139639418.0,2009,3148
E01030176,468,61172.30800000001,126689106.0,2071,3147
E01020967,1309,118168.29400000005,233492504.0,1976,3147
E01014636,296,29333.33590000001,60931520.0,2077,3147
E01035027,648,76199.04,169815234.0,2229,3147
E01027027,958,119468.92000000009,245117431.0,2052,3147
E01030084,642,71727.84,148438254.0,2069,3147
E01026558,805,65662.99980000002,146573123.0,2232,3147
E01019794,341,37445.84999999999,77951163.0,2082,3147
E01014630,650,52340.32400000001,104509304.0,1997,3147
E01020316,591,87934.68000000001,178193535.0,2026,3147
E01001219,210,17808.859999999997,34528637.0,1939,3147
E01006096,470,55699.329999999994,116261567.0,2087,3146
W01001699,649,40429.67,79106029.0,1957,3146
E01016758,868,83946.57999999996,163309520.0,1945,3146
E01024233,508,49833.87824999999,104608540.0,2099,3146
E01005782,546,45321.93000000004,94889259.0,2094,3146
W01001075,446,45099.454000000005,94422399.0,2094,3145
E01032940,1015,90837.72000000003,179199925.0,1973,3145
E01013356,591,41771.89940000001,85717785.0,2052,3145
E01005903,509,63419.659999999974,133635241.0,2107,3145
E01024304,482,40266.43,82284410.0,2043,3145
E01003563,413,35949.600000000006,70157714.0,1952,3145
E01016088,408,37505.19999999999,77432421.0,2065,3145
E01023189,436,35487.78599999999,71184855.0,2006,3145
E01029059,493,71187.40600000002,147182017.0,2068,3144
E01030065,562,77953.97600000002,160496796.0,2059,3144
E01027668,607,48677.842000000004,100066291.0,2056,3144
E01021525,795,61111.48899999999,124801384.0,2042,3144
E01006174,714,66742.38799999999,136371328.0,2043,3144
E01014875,1453,89924.62620000004,172049185.0,1913,3144
E01015859,637,54774.33100000005,112358315.0,2051,3143
E01030069,441,51311.464,108756275.0,2120,3143
E01019912,1078,94081.88199999993,188703464.0,2006,3143
E01008129,359,46707.644000000015,102268623.0,2190,3143
E01032672,1396,113888.72600000001,244492021.0,2147,3143
E01029676,271,28039.975,59079429.0,2107,3143
E01011410,686,56716.48999999997,122949461.0,2168,3143
W01001942,593,49844.04399999999,97895886.0,1964,3143
E01014978,827,79163.47699999993,156242843.0,1974,3143
E01029325,663,74797.236,153756390.0,2056,3143
E01027090,378,49519.38500000001,102789852.0,2076,3143
E01017286,629,89133.57999999996,186398843.0,2091,3143
E01015131,772,94445.40399999998,202689507.0,2146,3142
E01022976,397,40082.42000000002,80826134.0,2016,3142
E01015417,511,40854.19899999998,83521686.0,2044,3142
E01009070,689,62328.81000000001,126621386.0,2032,3142
E01032183,468,49410.42599999999,104140910.0,2108,3142
E01033551,762,89309.12199999999,182986794.0,2049,3142
E01006078,1366,112314.00900000005,230053803.0,2048,3142
E01028364,806,75172.37499999999,147466456.0,1962,3142
E01003627,236,22637.2,44433411.0,1963,3142
E01017293,990,83949.76000000001,168293057.0,2005,3142
E01024086,805,72119.44199999998,146341975.0,2029,3142
E01031893,433,65931.9933,133118560.0,2019,3142
E01020550,517,61539.123,125127951.0,2033,3142
E01021364,806,66917.40000000004,135614965.0,2027,3141
E01018683,682,73289.402,155044461.0,2116,3141
E01029921,566,60886.644000000066,124836831.0,2050,3141
E01009432,414,41010.609999999986,83891924.0,2046,3141
E01007923,784,81970.57999999994,167508272.0,2044,3141
E01024529,441,33491.8964,68359838.0,2041,3141
E01011385,411,54063.28800000001,110496561.0,2044,3141
E01021365,1212,89613.36800000002,183079602.0,2043,3141
E01003568,248,23216.96,45917977.0,1978,3140
E01015346,571,77448.25300000003,155692494.0,2010,3140
E01032223,532,79370.06800000001,163990289.0,2066,3140
E01023396,447,40183.82099999999,81174789.0,2020,3140
E01014598,704,54853.45200000004,118957276.0,2169,3140
E01017613,631,57563.771,117069603.0,2034,3140
E01016375,587,40278.973999999995,77442699.0,1923,3140
E01019833,800,92159.95439999994,195612742.0,2123,3140
E01029300,1195,89933.013,185894724.0,2067,3140
E01026769,777,97939.71900000001,203266301.0,2075,3140
E01018016,496,45318.14,91530850.0,2020,3140
W01000840,441,60402.64,125761875.0,2082,3139
E01014947,383,35898.53740000001,75977049.0,2116,3139
E01020580,525,57019.860000000015,117341461.0,2058,3139
E01018122,444,40389.305,82332230.0,2038,3139
E01016220,666,54690.13399999997,108408624.0,1982,3139
E01008406,279,18473.65,35313801.0,1912,3139
E01031854,767,57765.93099999995,118451910.0,2051,3139
E01005773,620,68500.88,139964516.0,2043,3139
E01021967,815,81071.88999999997,173372301.0,2139,3138
E01017365,854,98961.43999999999,201424340.0,2035,3138
E01018325,362,44670.74,91678534.0,2052,3138
E01032355,298,43268.15000000001,92914033.0,2147,3138
E01025787,630,74686.74999999997,151772420.0,2032,3138
E01021880,873,76234.82500000003,154518325.0,2027,3138
E01032667,573,50198.66000000001,99701693.0,1986,3138
E01013361,986,86655.72999999997,173349795.0,2000,3137
E01030207,524,55827.39,117003188.0,2096,3137
E01015138,921,88883.90600000005,186062975.0,2093,3137
E01020244,612,47257.56999999999,94959851.0,2009,3137
E01035547,590,53141.36,124258120.0,2338,3137
E01026812,717,70726.716,145336941.0,2055,3137
E01024198,757,78868.09480000002,163845982.0,2077,3136
E01005806,439,38056.239999999976,78553340.0,2064,3136
E01022270,518,67180.63300000003,137656684.0,2049,3136
E01027283,494,65754.288,135328051.0,2058,3136
E01018833,401,46369.06,96443842.0,2080,3136
E01021952,611,52371.72800000001,105541118.0,2015,3136
E01015426,419,38400.316999999966,78185568.0,2036,3136
E01013378,304,27081.124699999997,55005815.0,2031,3136
E01032209,681,75604.25199999998,155838561.0,2061,3136
E01003625,393,33338.07000000001,63205828.0,1896,3135
E01013434,671,61075.13399999999,123590571.0,2024,3135
E01021112,758,64440.41,130304831.0,2022,3135
E01018571,493,55771.76000000002,113840685.0,2041,3135
E01018616,562,66261.03,135675629.0,2048,3135
E01021476,646,69499.14400000003,141849772.0,2041,3134
E01020263,289,33018.12000000001,68167367.0,2065,3134
E01018164,682,48429.63100000002,96449256.0,1992,3134
W01001996,751,59582.29400000002,126328375.0,2120,3134
E01009440,646,61327.31200000002,125173312.0,2041,3134
E01022566,357,35132.810000000005,71981214.0,2049,3134
E01031362,550,51613.650000000045,104062629.0,2016,3134
E01030155,795,73101.96900000001,151436956.0,2072,3134
E01020437,616,57646.20399999999,117818528.0,2044,3134
E01014421,536,54205.42500000003,110689266.0,2042,3134
E01032391,385,40487.179999999986,86498143.0,2136,3133
E01035069,370,52049.53999999999,113924763.0,2189,3133
E01027644,658,60412.82449999998,120546625.0,1995,3133
E01021177,775,56201.959999999985,115323596.0,2052,3133
E01013351,515,62052.97699999996,126208035.0,2034,3133
E01005786,482,58456.01000000002,123248337.0,2108,3133
E01019426,670,74995.06199999998,154732353.0,2063,3133
E01030043,1291,104037.255,224519318.0,2158,3133
E01021849,421,35303.59000000001,72286653.0,2048,3133
E01013411,581,45472.62310000001,94167280.0,2071,3133
E01033316,1062,97809.31000000008,204896578.0,2095,3132
E01032643,808,65756.22699999997,134326166.0,2043,3132
W01001796,650,51121.34199999999,101372260.0,1983,3132
E01013360,484,43193.8388,87668791.0,2030,3132
E01032668,1131,88347.06200000003,171251399.0,1938,3132
E01015919,430,42858.43999999999,87583416.0,2044,3132
E01015937,436,44952.880000000005,93159643.0,2072,3132
E01031330,546,45620.37999999999,93779206.0,2056,3132
E01018171,628,66518.09999999995,136606413.0,2054,3131
E01015718,436,32947.5275,67191776.0,2039,3131
E01010255,431,39964.14599999999,83452471.0,2088,3131
E01034496,629,80336.53000000003,159220646.0,1982,3131
E01016015,771,60784.14599999999,129883282.0,2137,3131
E01005082,446,37645.84999999999,81673918.0,2170,3131
E01030150,552,78678.65,161071433.0,2047,3131
E01032145,559,61546.038,126835315.0,2061,3131
E01009423,532,53744.134000000005,109681733.0,2041,3131
E01018825,603,56544.04999999999,115093495.0,2035,3131
E01034421,706,53818.41,112990548.0,2099,3131
W01001997,1598,102085.89580000006,197523512.0,1935,3130
E01018832,540,58704.369999999995,122330329.0,2084,3130
E01031956,321,29458.980000000003,60744020.0,2062,3130
E01018148,1423,137663.48400000005,270917299.0,1968,3130
E01009808,415,37027.58900000001,75729826.0,2045,3129
E01017067,618,57135.07000000001,115042353.0,2014,3129
E01025733,835,88725.42200000002,181339832.0,2044,3129
E01034668,487,61896.909999999974,135090753.0,2183,3129
E01018413,600,68031.32750000004,139734275.0,2054,3129
E01016828,993,106396.61000000009,207618267.0,1951,3129
E01006592,594,76364.28,156648527.0,2051,3129
E01017085,597,40464.72999999999,81575561.0,2016,3129
E01018926,554,63427.109999999986,128019512.0,2018,3129
E01021840,393,29671.482400000008,60163648.0,2028,3129
E01020206,737,68557.51999999999,136830101.0,1996,3129
E01022033,905,69162.04000000001,142595326.0,2062,3128
E01032726,497,45027.87799999999,92540123.0,2055,3128
E01003570,320,28326.64,55444380.0,1957,3128
E01021870,388,31200.180000000008,63362351.0,2031,3128
E01014898,747,66347.68699999995,137123107.0,2067,3128
E01006170,665,63730.670000000006,131625834.0,2065,3128
E01016775,808,81491.87999999999,160873411.0,1974,3128
E01025815,446,71589.71000000002,147283837.0,2057,3128
E01022275,797,92663.72599999994,192408915.0,2076,3127
W01001597,581,63562.18,130501908.0,2053,3127
E01006102,447,42461.252000000015,88490125.0,2084,3127
E01030011,510,71052.38200000004,146632312.0,2064,3127
E01034006,934,89329.47999999998,195590774.0,2190,3127
E01015587,524,51950.6509,104287036.0,2007,3127
E01032179,348,48620.974,97475835.0,2005,3127
E01032830,659,49104.914999999986,99367931.0,2024,3127
E01028952,934,67188.36200000002,133852431.0,1992,3127
E01033802,411,25350.75,49726073.0,1962,3127
E01009472,631,62495.32000000001,128649586.0,2059,3127
W01001729,1204,136448.30000000005,283079314.0,2075,3127
E01029086,582,92848.9614,188329662.0,2028,3126
E01019977,454,38316.53800000001,78229741.0,2042,3126
E01014631,355,33243.14779999999,67297189.0,2024,3126
E01032575,193,15294.419999999998,29184270.0,1908,3126
E01024314,409,38936.869999999995,80447051.0,2066,3125
E01035137,588,45796.095400000006,90949304.0,1986,3125
E01019889,819,75182.73500000003,155307104.0,2066,3125
E01020949,727,57118.08000000002,116475055.0,2039,3125
E01019983,482,38982.01000000004,78845900.0,2023,3125
E01021852,365,27969.777999999984,57589813.0,2059,3125
E01028363,528,57260.53999999998,112833010.0,1971,3125
E01000049,151,11835.630000000001,24136471.0,2039,3125
E01028137,1392,123794.42200000002,243327727.0,1966,3125
E01024771,928,65834.33000000003,133697690.0,2031,3125
E01031398,597,53379.165,106343742.0,1992,3125
E01028851,526,69027.30300000001,139473416.0,2021,3125
E01017496,436,57545.99999999998,118811722.0,2065,3124
E01032935,660,66029.69599999994,134553112.0,2038,3124
W01001596,413,37123.62999999999,74568434.0,2009,3124
E01035176,1074,89698.50999999992,174459932.0,1945,3123
E01021895,486,39293.329999999994,78981010.0,2010,3123
E01024202,528,50657.2496,104837024.0,2070,3123
E01029153,637,85150.91999999994,174590913.0,2050,3123
E01006202,444,46402.57400000001,96126648.0,2072,3123
E01001697,373,30942.37,61359867.0,1983,3123
W01001955,303,17118.530000000006,32979187.0,1927,3123
E01034418,357,37375.88999999999,74509296.0,1994,3123
E01015996,314,29649.405000000006,62870788.0,2120,3123
E01005741,549,85403.12999999998,175930760.0,2060,3123
E01030123,391,41912.25,85313528.0,2036,3122
E01014938,600,51419.21000000006,104542714.0,2033,3122
E01017144,457,40184.57800000001,80491796.0,2003,3122
E01021986,1251,142909.65999999997,292958788.0,2050,3122
E01028405,914,79858.29600000005,165959998.0,2078,3122
E01033498,519,49736.06,103255394.0,2076,3122
E01003729,313,27344.16,52263935.0,1911,3122
E01015356,640,63251.819999999956,126339420.0,1997,3122
E01016368,238,20727.780000000013,41490679.0,2002,3121
E01007934,530,50250.840000000004,103467665.0,2059,3121
E01020089,946,89663.79999999999,183022906.0,2041,3121
E01013437,301,36986.594,76535861.0,2069,3121
E01006594,428,48346.37000000001,98810311.0,2044,3121
E01017158,938,74615.23999999999,147626846.0,1979,3121
E01022015,905,64733.54000000003,128432322.0,1984,3121
E01032185,480,55638.91999999997,115714261.0,2080,3121
E01014058,436,58749.84800000002,119909520.0,2041,3121
E01025730,818,98171.31000000001,215318958.0,2193,3120
E01032408,524,51517.40999999998,106815639.0,2073,3120
E01022413,435,60816.65999999999,125101214.0,2057,3120
E01014590,802,74424.00599999998,157087930.0,2111,3120
E01014635,851,82078.33000000003,164839960.0,2008,3120
E01029165,344,47544.674999999996,96972211.0,2040,3120
E01020576,619,58011.125999999975,118748349.0,2047,3120
E01009218,421,50196.34999999998,104281774.0,2077,3120
E01018593,815,82878.04000000001,167676534.0,2023,3120
E01016360,849,68648.60799999998,136168795.0,1984,3120
E01029672,417,58039.68999999999,118749470.0,2046,3120
E01011381,517,64581.55000000001,133681690.0,2070,3120
E01016405,826,64285.126999999986,124125786.0,1931,3120
E01034541,535,63384.53999999998,134728972.0,2126,3120
E01034619,408,62051.0622,130076925.0,2096,3120
E01028466,475,42074.69999999999,85403055.0,2030,3120
E01017070,718,74413.30999999997,148550828.0,1996,3119
E01034560,462,43666.84160000001,87804169.0,2011,3119
E01032350,377,38928.520000000004,79633978.0,2046,3119
E01022372,1003,96164.18999999993,204817625.0,2130,3119
E01022798,407,38756.04,79579470.0,2053,3119
E01010160,453,38003.71999999998,78178689.0,2057,3119
E01003390,307,20067.90000000001,39392814.0,1963,3119
E01014030,400,53711.55999999996,109547864.0,2040,3119
E01029274,586,71695.152,150764544.0,2103,3119
E01024190,410,35687.95000000001,71431808.0,2002,3119
E01006120,419,40753.23,84595364.0,2076,3119
E01028833,522,55376.740000000005,108791789.0,1965,3119
E01013364,789,64366.60500000003,124562587.0,1935,3119
E01011377,481,51394.038999999975,107390841.0,2090,3118
E01024602,692,61266.23800000002,124431832.0,2031,3118
E01013984,475,50551.408999999985,105468609.0,2086,3118
E01014885,739,84655.87000000001,177949975.0,2102,3118
E01021319,716,58626.241000000045,125577249.0,2142,3118
E01009559,526,62177.52899999999,126374045.0,2032,3118
E01034275,514,23961.81000000001,45533197.0,1900,3117
E01032158,544,60177.299999999996,124473911.0,2068,3117
E01021182,697,58569.360000000015,118817245.0,2029,3117
E01032819,915,90466.34680000003,179302160.0,1982,3117
E01035534,787,56822.54300000001,114033536.0,2007,3117
E01017382,394,36199.99999999999,73282135.0,2024,3117
E01034815,313,27501.798999999995,56473900.0,2053,3117
E01016209,453,43636.66099999999,87849935.0,2013,3117
E01020518,659,48840.623999999974,99109065.0,2029,3117
E01014867,319,34324.84399999998,69728624.0,2031,3117
E01009504,415,47355.909999999996,99499003.0,2101,3117
E01018987,541,54325.64899999997,109816165.0,2021,3116
E01014393,468,50192.11999999998,101048645.0,2013,3116
E01021376,479,54344.59,109911221.0,2022,3116
E01015004,720,53844.774000000005,108803666.0,2021,3116
E01021045,666,56830.2,114646957.0,2017,3116
E01016776,613,57990.920000000006,114355087.0,1972,3116
E01019854,1003,91107.87,184968592.0,2030,3116
E01027634,717,102453.352,209319756.0,2043,3116
E01027728,510,41173.40800000001,85242230.0,2070,3116
E01022540,892,74729.24999999999,157444028.0,2107,3116
E01024312,326,30266.549999999996,62837837.0,2076,3116
E01020239,436,48105.38000000002,97383326.0,2024,3116
E01029335,319,45040.09999999999,90115201.0,2001,3116
E01018822,497,42063.81,86264898.0,2051,3116
W01001086,529,73844.41,151454439.0,2051,3115
E01022730,592,49907.68000000001,102893199.0,2062,3115
E01020044,350,44600.07400000001,92118357.0,2065,3115
E01014917,486,51199.31000000001,108357823.0,2116,3115
E01020447,842,70458.78100000002,141279174.0,2005,3115
E01027637,390,53057.35900000002,107713317.0,2030,3115
E01009456,748,79949.94999999995,163998125.0,2051,3115
E01020561,950,75900.79999999999,152652253.0,2011,3115
E01032230,592,72519.974,145608515.0,2008,3115
E01028859,314,47586.84299999999,96668926.0,2031,3114
E01035084,697,88051.06000000003,187975058.0,2135,3114
E01021835,390,35427.318000000014,71748503.0,2025,3114
E01016719,640,46041.09000000001,91322970.0,1984,3114
E01015519,419,35702.72479999999,72231138.0,2023,3114
E01017699,594,45881.85100000002,90763405.0,1978,3114
E01031569,495,41180.62999999999,82493802.0,2003,3114
E01035205,621,48775.44099999999,101083201.0,2072,3114
E01029218,836,78409.95999999998,159449883.0,2034,3113
E01030040,423,53450.829999999994,110162148.0,2061,3113
E01015951,908,59002.758000000016,113447168.0,1923,3113
E01032893,860,116420.67200000008,231107944.0,1985,3113
E01034715,391,35692.1545,73239664.0,2052,3113
E01026838,830,78498.69520000005,158444484.0,2018,3113
E01005156,679,68014.68900000003,136738197.0,2010,3113
E01006989,352,48304.73400000002,100146175.0,2073,3113
E01017180,539,41790.556000000004,82853716.0,1983,3113
E01027004,592,72799.37000000004,147362885.0,2024,3113
E01034256,278,16573.55,35235457.0,2126,3112
E01016444,286,22196.055999999997,42499815.0,1915,3112
E01019974,515,41845.82,86313451.0,2063,3112
E01018848,836,74182.39000000001,150126414.0,2024,3112
E01020554,1144,75786.67000000003,146979973.0,1939,3112
E01022650,384,36365.479999999996,73144184.0,2011,3112
E01017526,998,82514.01,157740634.0,1912,3112
E01010228,648,56878.574000000015,114051541.0,2005,3112
E01013420,799,68334.48920000005,137500339.0,2012,3112
E01000011,410,36363.17200000001,69760545.0,1918,3111
E01018904,755,77719.87999999998,158856104.0,2044,3111
E01027273,486,56716.21000000001,111912000.0,1973,3111
E01013391,1611,117420.84500000003,225645066.0,1922,3111
E01018346,544,58854.46399999999,120634347.0,2050,3111
E01020231,727,61506.08000000001,124105756.0,2018,3111
E01005864,721,87530.87000000004,178840745.0,2043,3111
E01020987,1248,89348.30000000003,172415400.0,1930,3111
E01018370,437,57927.924000000006,121058798.0,2090,3111
E01029262,685,83866.22800000002,169869690.0,2025,3110
E01018924,291,36076.78999999999,73392711.0,2034,3110
E01019369,697,62124.074,127582910.0,2054,3110
E01018774,591,53509.733000000015,111251392.0,2079,3110
E01016095,787,61506.86000000005,119609489.0,1945,3110
E01032344,1034,106765.12000000002,219099980.0,2052,3110
E01027562,395,58593.970000000016,118742979.0,2027,3109
E01035123,935,92842.68000000004,178771860.0,1926,3109
E01005909,572,72329.02000000002,146181723.0,2021,3109
E01033448,395,49402.35,103410094.0,2093,3109
E01031962,447,64498.266,129911654.0,2014,3109
E01028847,278,41818.55999999999,84890545.0,2030,3109
E01005275,643,67015.98000000003,135593860.0,2023,3108
E01029029,490,47254.88100000001,97151936.0,2056,3108
E01022740,668,57679.96000000001,116051691.0,2012,3108
E01018980,479,46421.19999999997,96291849.0,2074,3108
E01013379,495,55768.080000000016,113631539.0,2038,3108
E01021819,312,26810.89,55555724.0,2072,3108
E01015871,493,43274.85799999997,90347506.0,2088,3108
E01014037,726,62435.99199999999,125587977.0,2011,3108
E01003588,271,23528.7,45125975.0,1918,3108
E01022673,856,70873.08699999996,146147644.0,2062,3108
E01022936,880,70244.14999999998,140569682.0,2001,3108
E01034535,571,63944.438000000024,131237081.0,2052,3108
E01027638,537,44787.37999999999,90935150.0,2030,3108
E01021993,854,92868.73400000001,193363390.0,2082,3108
E01021128,1127,95943.00999999997,196051271.0,2043,3108
E01031955,493,59221.619600000005,122149761.0,2063,3108
E01034868,267,25291.15,56966223.0,2252,3108
E01021502,840,78363.84900000002,155251408.0,1981,3108
E01020040,359,32052.709999999985,65589268.0,2046,3107
E01024627,538,41101.499999999985,83896397.0,2041,3107
E01030008,518,77798.82399999998,159293188.0,2048,3107
E01021995,679,61643.26999999993,125746539.0,2040,3107
E01031221,605,50295.11800000003,105856189.0,2105,3107
E01016769,779,74965.24999999997,147524382.0,1968,3107
E01015047,648,51749.25,110526707.0,2136,3107
E01030081,686,66037.51399999998,140456094.0,2127,3107
E01013406,974,68770.38290000003,139119764.0,2023,3107
E01028392,834,70389.17000000003,143726466.0,2042,3107
