postcode_district,property_type,num_sales,total_floor_area,total_price,price_per_sqm,adj_price_per_sqm
LE11,T,6382,533170.0,749232532.0,1405,2105
LE12,ALL,14780,1504827.0,3529476407.0,2345,3206
LE12,D,6226,813294.0,2043456013.0,2513,3405
LE12,F,700,43205.0,92744228.0,2147,3077
LE12,S,4558,391639.0,864929329.0,2208,3025
LE12,T,3296,256689.0,528346837.0,2058,2875
LE13,ALL,10997,1005224.0,1831632255.0,1822,2545
LE13,D,3597,415917.0,848487956.0,2040,2808
LE13,F,325,19624.0,32462797.0,1654,2418
LE13,S,4540,372070.0,652947084.0,1755,2462
LE13,T,2535,197613.0,297734418.0,1507,2159
LE14,ALL,3209,414622.0,926990443.0,2236,3108
LE14,D,1650,268779.0,634526240.0,2361,3282
LE14,F,67,5944.0,7390094.0,1243,1822
LE14,S,843,86099.0,178175148.0,2069,2858
LE14,T,649,53800.0,106898961.0,1987,2783
LE15,ALL,9492,1076500.0,2432632663.0,2260,3179
LE15,D,4343,629762.0,1520721762.0,2415,3379
LE15,F,617,41615.0,94707777.0,2276,3113
LE15,S,2234,205963.0,424435855.0,2061,2944
LE15,T,2298,199160.0,392767269.0,1972,2803
LE16,ALL,14810,1551052.0,3672268494.0,2368,3261
LE16,D,6143,828772.0,2135314115.0,2576,3498
LE16,F,1279,81939.0,193864696.0,2366,3337
LE16,S,3731,342881.0,764650368.0,2230,3084
LE16,T,3657,297460.0,578439315.0,1945,2784
LE17,ALL,6890,804517.0,1768844128.0,2199,3081
LE17,D,3822,536992.0,1232258562.0,2295,3194
LE17,F,163,10121.0,16876162.0,1667,2465
LE17,S,1987,178652.0,368519528.0,2063,2923
LE17,T,918,78752.0,151189876.0,1920,2744
LE18,ALL,11553,965956.0,1834001974.0,1899,2644
LE18,D,2014,224392.0,518678692.0,2311,3108
LE18,F,389,20725.0,31481134.0,1519,2291
LE18,S,5623,461730.0,883582821.0,1914,2664
LE18,T,3527,259109.0,400259327.0,1545,2236
LE19,ALL,3765,356279.0,865215346.0,2428,3229
LE19,D,1398,167406.0,432949809.0,2586,3408
LE19,F,210,13476.0,30725909.0,2280,2981
LE19,S,1342,111303.0,261242697.0,2347,3153
LE19,T,815,64094.0,140296931.0,2189,2943
LE2,ALL,27148,2556253.0,4507686805.0,1763,2544
LE2,D,3666,525960.0,1233114896.0,2345,3263
LE2,F,3010,192141.0,357511136.0,1861,2736
LE2,S,8611,816402.0,1471138893.0,1802,2578
LE2,T,11861,1021750.0,1445921880.0,1415,2111
LE3,ALL,27595,2418646.0,3711994603.0,1535,2242
LE3,D,3649,438565.0,890429181.0,2030,2900
LE3,F,1407,80802.0,131885490.0,1632,2513
LE3,S,9937,860891.0,1405654590.0,1633,2335
LE3,T,12602,1038388.0,1284025342.0,1237,1865
LE4,ALL,20678,1684143.0,2872750082.0,1706,2425
LE4,D,2692,282159.0,587434591.0,2082,2881
LE4,F,1201,66049.0,108926992.0,1649,2426
LE4,S,8735,719243.0,1249196923.0,1737,2464
LE4,T,8050,616692.0,927191576.0,1503,2170
LE5,ALL,18613,1767792.0,2819305667.0,1595,2301
LE5,D,2925,374160.0,742476404.0,1984,2809
LE5,F,1176,67014.0,105903672.0,1580,2324
LE5,S,6699,655850.0,1049524565.0,1600,2315
LE5,T,7813,670768.0,921401026.0,1374,2000
LE6,ALL,2112,203802.0,470298274.0,2308,3246
LE6,D,895,107395.0,262393434.0,2443,3427
LE6,F,46,2400.0,5150375.0,2146,3069
LE6,S,712,60217.0,132844890.0,2206,3117
LE6,T,459,33790.0,69909575.0,2069,2916
LE65,ALL,6233,665463.0,1445169499.0,2172,2986
LE65,D,2989,394119.0,905601994.0,2298,3122
LE65,F,448,28313.0,65261682.0,2305,3313
LE65,S,1575,140811.0,279953616.0,1988,2766
LE65,T,1221,102220.0,194352207.0,1901,2671
LE67,ALL,19547,1913766.0,3445497197.0,1800,2504
LE67,D,7605,928066.0,1879799904.0,2026,2780
LE67,F,347,22661.0,34497002.0,1522,2235
LE67,S,6524,557476.0,970440397.0,1741,2430
LE67,T,5071,405563.0,560759894.0,1383,1987
LE7,ALL,9989,1103036.0,2592319222.0,2350,3246
LE7,D,4655,653587.0,1624285781.0,2485,3404
LE7,F,551,31610.0,67562510.0,2137,3107
LE7,S,2955,267290.0,596948512.0,2233,3103
LE7,T,1828,150549.0,303522419.0,2016,2840
LE8,ALL,7864,842932.0,1997940575.0,2370,3266
LE8,D,3610,487397.0,1219247318.0,2502,3424
LE8,F,349,20971.0,43117938.0,2056,2866
LE8,S,2660,233578.0,516982336.0,2213,3086
LE8,T,1245,100986.0,218592983.0,2165,3004
LE9,ALL,11145,1115550.0,2401934814.0,2153,2972
LE9,D,4408,571177.0,1341328008.0,2348,3215
LE9,F,502,28110.0,47522899.0,1691,2478
LE9,S,3995,341300.0,696906558.0,2042,2840
LE9,T,2240,174963.0,316177349.0,1807,2519
LL11,ALL,7896,703705.0,1155191794.0,1642,2316
LL11,D,2461,278444.0,510881515.0,1835,2543
LL11,F,536,29857.0,53014087.0,1776,2581
LL11,S,3013,246065.0,392218387.0,1594,2275
LL11,T,1886,149339.0,199077805.0,1333,1909
LL12,ALL,5604,578297.0,1079349404.0,1866,2609
LL12,D,2313,303313.0,612640007.0,2020,2801
LL12,F,242,16010.0,25486005.0,1592,2302
LL12,S,2155,186852.0,322083955.0,1724,2441
LL12,T,894,72122.0,119139437.0,1652,2304
LL13,ALL,7338,666578.0,1015394370.0,1523,2197
LL13,D,2176,263112.0,483265422.0,1837,2620
LL13,F,556,31997.0,51285496.0,1603,2287
LL13,S,2006,167237.0,243498578.0,1456,2119
LL13,T,2600,204232.0,237344874.0,1162,1701
LL14,ALL,4379,393148.0,602037504.0,1531,2162
LL14,D,1397,156596.0,263919108.0,1685,2354
LL14,F,123,9972.0,13951617.0,1399,2005
LL14,S,1717,138144.0,208872447.0,1512,2149
LL14,T,1142,88436.0,115294332.0,1304,1861
LL15,ALL,2149,213833.0,371861843.0,1739,2444
LL15,D,912,111932.0,215648573.0,1927,2691
LL15,F,97,6508.0,8471252.0,1302,1835
LL15,S,636,56412.0,92209858.0,1635,2297
LL15,T,504,38981.0,55532160.0,1425,2050
LL16,ALL,3277,309438.0,484365298.0,1565,2204
LL16,D,1342,156432.0,274807933.0,1757,2451
LL16,F,19,1543.0,1598100.0,1036,1675
LL16,S,937,77610.0,117919631.0,1519,2158
LL16,T,979,73853.0,90039634.0,1219,1741
LL17,ALL,1548,168382.0,286402825.0,1701,2328
LL17,D,817,101353.0,183400036.0,1810,2467
LL17,F,36,3386.0,4770100.0,1409,1980
LL17,S,433,41750.0,66918315.0,1603,2194
LL17,T,262,21893.0,31314374.0,1430,1991
LL18,ALL,12180,1107003.0,1433678827.0,1295,1856
LL18,D,5333,493803.0,759361744.0,1538,2167
LL18,F,483,28952.0,35322090.0,1220,1810
LL18,S,4467,396754.0,475758746.0,1199,1737
LL18,T,1897,187494.0,163236247.0,871,1296
LL19,ALL,8432,734074.0,1081516998.0,1473,2114
LL19,D,3850,368784.0,598935292.0,1624,2303
LL19,F,397,22448.0,28696472.0,1278,1878
LL19,S,3274,274267.0,372176346.0,1357,1962
LL19,T,911,68575.0,81708888.0,1192,1785
LL20,ALL,1799,187654.0,318074319.0,1695,2360
LL20,D,750,95192.0,178048195.0,1870,2580
LL20,F,122,8227.0,16282127.0,1979,2756
LL20,S,454,43154.0,68351565.0,1584,2238
LL20,T,473,41081.0,55392432.0,1348,1900
LL21,ALL,742,82461.0,122735602.0,1488,2068
LL21,D,318,42815.0,75712322.0,1768,2463
LL21,S,188,19272.0,26580465.0,1379,1913
LL21,T,234,20155.0,20315815.0,1008,1391
LL22,ALL,5703,520190.0,859265222.0,1652,2335
LL22,D,2932,305532.0,544785644.0,1783,2510
LL22,F,250,15917.0,21848739.0,1373,2020
LL22,S,1862,144139.0,224103939.0,1555,2206
LL22,T,659,54602.0,68526900.0,1255,1791
LL23,ALL,636,61711.0,86475435.0,1401,1962
LL23,D,231,26742.0,47108890.0,1762,2462
LL23,S,93,9625.0,11887537.0,1235,1729
LL23,T,310,25194.0,27380508.0,1087,1526
LL24,ALL,379,41535.0,70711793.0,1702,2451
LL24,D,135,20086.0,35419869.0,1763,2581
LL24,S,104,11410.0,19295993.0,1691,2414
LL24,T,138,9775.0,15912531.0,1628,2277
LL25,ALL,142,13772.0,20688305.0,1502,2078
LL25,D,37,4993.0,7790040.0,1560,2148
LL25,S,74,6600.0,9411315.0,1426,1966
LL25,T,31,2179.0,3486950.0,1600,2255
LL26,ALL,884,83762.0,129603424.0,1547,2181
LL26,D,232,28791.0,52007544.0,1806,2554
LL26,F,40,3186.0,4584900.0,1439,2038
LL26,S,270,23081.0,37072240.0,1606,2235
LL26,T,342,28704.0,35938740.0,1252,1781
LL27,ALL,244,27997.0,43814419.0,1565,2129
LL27,D,101,15118.0,26190170.0,1732,2375
LL27,F,13,1132.0,1660000.0,1466,1899
LL27,S,58,5917.0,8801250.0,1487,1962
LL27,T,72,5830.0,7162999.0,1229,1706
LL28,ALL,3210,326707.0,602649258.0,1845,2597
LL28,D,1108,148611.0,297803766.0,2004,2809
LL28,F,884,59950.0,115691483.0,1930,2745
LL28,S,937,95268.0,151425218.0,1589,2242
LL28,T,281,22878.0,37728791.0,1649,2311
LL29,ALL,5589,567184.0,800557426.0,1411,2018
LL29,D,1544,214161.0,357256470.0,1668,2342
LL29,F,1190,72475.0,98157913.0,1354,2040
LL29,S,1759,179147.0,234525017.0,1309,1876
LL29,T,1096,101401.0,110618026.0,1091,1571
LL30,ALL,6837,677006.0,1131416622.0,1671,2378
LL30,D,2002,239572.0,476659007.0,1990,2789
LL30,F,1817,122011.0,208589480.0,1710,2501
LL30,S,1889,206854.0,304083049.0,1470,2096
LL30,T,1129,108569.0,142085086.0,1309,1872
LL31,ALL,3136,294980.0,579936293.0,1966,2707
LL31,D,959,113336.0,250468737.0,2210,3031
LL31,F,427,33623.0,78924800.0,2347,3322
LL31,S,1214,103146.0,174334235.0,1690,2305
LL31,T,536,44875.0,76208521.0,1698,2350
LL32,ALL,2073,197537.0,369942140.0,1873,2660
LL32,D,544,71060.0,146207368.0,2058,2835
LL32,F,95,8050.0,14599289.0,1814,2634
LL32,S,719,65251.0,106304056.0,1629,2346
LL32,T,715,53176.0,102831427.0,1934,2816
LL33,ALL,1061,104107.0,161252774.0,1549,2163
LL33,D,343,41201.0,73354545.0,1780,2449
LL33,F,53,4629.0,5566699.0,1203,1710
LL33,S,411,36627.0,53172140.0,1452,2071
LL33,T,254,21650.0,29159390.0,1347,1870
LL34,ALL,1265,123432.0,179555311.0,1455,2030
LL34,D,333,44815.0,71329774.0,1592,2214
LL34,F,54,3765.0,4773200.0,1268,1828
LL34,S,330,31799.0,47843762.0,1505,2106
LL34,T,548,43053.0,55608575.0,1292,1801
LL35,ALL,508,52155.0,124395940.0,2385,3348
LL35,D,122,18995.0,45064999.0,2372,3290
LL35,F,46,3178.0,6232798.0,1961,2837
LL35,S,72,7635.0,17441610.0,2284,3164
LL35,T,268,22347.0,55656533.0,2491,3533
LL36,ALL,1464,137080.0,206232865.0,1504,2122
LL36,D,548,59988.0,103675272.0,1728,2427
LL36,F,136,8133.0,9386650.0,1154,1690
LL36,S,309,26827.0,39926154.0,1488,2087
LL36,T,471,42132.0,53244789.0,1264,1791
LL37,ALL,231,26353.0,39721249.0,1507,2123
LL37,D,123,17271.0,27993950.0,1621,2298
LL37,S,39,3501.0,4389749.0,1254,1784
LL37,T,68,5528.0,7245550.0,1311,1783
LL38,ALL,354,29613.0,39752491.0,1342,1908
LL38,D,196,17250.0,25436459.0,1475,2101
LL38,S,100,5848.0,9091637.0,1555,2186
LL38,T,58,6515.0,5224395.0,802,1146
LL39,ALL,55,6866.0,9959675.0,1451,1984
LL39,D,23,3383.0,4888075.0,1445,2006
LL39,S,6,716.0,1221150.0,1706,2012
LL39,T,26,2767.0,3850450.0,1392,1949
LL40,ALL,953,94098.0,139877709.0,1487,2088
LL40,D,302,37997.0,65000745.0,1711,2394
LL40,F,43,3446.0,5772400.0,1675,2376
LL40,S,205,19030.0,28401172.0,1492,2072
LL40,T,403,33625.0,40703392.0,1211,1722
LL41,ALL,1419,120052.0,124802266.0,1040,1442
LL41,D,165,20963.0,28169348.0,1344,1876
LL41,F,9,689.0,527000.0,765,963
LL41,S,151,12429.0,14234840.0,1145,1597
LL41,T,1094,85971.0,81871078.0,952,1318
LL42,ALL,684,80022.0,114332993.0,1429,1977
LL42,D,177,28785.0,52234348.0,1815,2466
LL42,F,193,13336.0,19341735.0,1450,2049
LL42,S,108,13110.0,15959600.0,1217,1728
LL42,T,206,24791.0,26797310.0,1081,1502
LL43,ALL,197,16522.0,32885995.0,1990,2732
LL43,D,151,12712.0,26532595.0,2087,2870
LL43,S,27,2153.0,4010950.0,1863,2549
LL43,T,18,1581.0,2187450.0,1384,1886
LL44,ALL,303,30918.0,50903100.0,1646,2302
LL44,D,193,22105.0,37927250.0,1716,2401
LL44,S,54,4049.0,6890200.0,1702,2388
LL44,T,56,4764.0,6085650.0,1277,1769
LL45,ALL,159,18415.0,28776353.0,1563,2177
LL45,D,70,9839.0,14933953.0,1518,2149
LL45,S,40,4005.0,6934050.0,1731,2360
LL45,T,46,4260.0,6701350.0,1573,2149
LL46,ALL,843,74466.0,120045855.0,1612,2276
LL46,D,353,41573.0,75010800.0,1804,2541
LL46,F,173,8973.0,9272010.0,1033,1449
LL46,S,101,9133.0,13871050.0,1519,2159
LL46,T,216,14787.0,21891995.0,1480,2101
LL47,ALL,168,14466.0,22036495.0,1523,2128
LL47,D,73,8008.0,13970100.0,1745,2415
LL47,S,5,357.0,605500.0,1696,2232
LL47,T,90,6101.0,7460895.0,1223,1745
LL48,ALL,502,44938.0,61788048.0,1375,1919
LL48,D,138,16217.0,26179105.0,1614,2270
LL48,S,67,5577.0,7406375.0,1328,1863
LL48,T,296,23031.0,28022568.0,1217,1686
LL49,ALL,1084,101306.0,163770177.0,1617,2264
LL49,D,250,28349.0,56587349.0,1996,2770
LL49,F,116,6012.0,14441422.0,2402,3499
LL49,S,156,16525.0,26607580.0,1610,2240
LL49,T,562,50420.0,66133826.0,1312,1840
LL51,ALL,94,8521.0,14708339.0,1726,2337
LL51,D,43,4643.0,9734439.0,2097,2802
LL51,S,17,1417.0,1756150.0,1239,1666
LL51,T,34,2461.0,3217750.0,1307,1848
LL52,ALL,610,74580.0,120999795.0,1622,2288
LL52,D,247,33700.0,65217299.0,1935,2680
LL52,F,20,1712.0,2033350.0,1188,1671
LL52,S,105,12367.0,19803130.0,1601,2249
LL52,T,238,26801.0,33946016.0,1267,1853
LL53,ALL,2720,289952.0,571702751.0,1972,2738
LL53,D,1076,136767.0,319035748.0,2333,3221
LL53,F,119,10623.0,18725315.0,1763,2493
LL53,S,486,50457.0,91030262.0,1804,2503
LL53,T,1039,92105.0,142911426.0,1552,2177
LL54,ALL,1453,131107.0,190028167.0,1449,2033
LL54,D,447,51543.0,87108161.0,1690,2369
LL54,F,9,679.0,789250.0,1162,1625
LL54,S,248,23813.0,32801627.0,1377,1917
LL54,T,749,55072.0,69329129.0,1259,1773
LL55,ALL,3906,385200.0,546299048.0,1418,1988
LL55,D,793,97924.0,174631260.0,1783,2459
LL55,F,101,9813.0,14950245.0,1524,2270
LL55,S,1010,94223.0,149181787.0,1583,2193
LL55,T,2002,183240.0,207535756.0,1133,1615
LL56,ALL,1109,103676.0,169188577.0,1632,2318
LL56,D,157,19463.0,36191315.0,1859,2549
LL56,F,135,8860.0,12821895.0,1447,2162
LL56,S,167,15749.0,28533345.0,1812,2570
LL56,T,650,59604.0,91642022.0,1538,2198
LL57,ALL,5426,511151.0,757129999.0,1481,2133
LL57,D,882,115281.0,206494574.0,1791,2484
LL57,F,276,18082.0,29319445.0,1621,2266
LL57,S,1494,145149.0,222625641.0,1534,2191
LL57,T,2774,232639.0,298690339.0,1284,1912
LL58,ALL,818,90081.0,179629895.0,1994,2789
LL58,D,302,38600.0,90864537.0,2354,3253
LL58,F,51,5506.0,9521900.0,1729,2468
LL58,S,119,12363.0,22086447.0,1786,2547
LL58,T,346,33612.0,57157011.0,1700,2398
LL59,ALL,1480,151895.0,284876371.0,1875,2638
LL59,D,560,74865.0,150653091.0,2012,2772
LL59,F,167,13615.0,31180927.0,2290,3147
LL59,S,477,38646.0,64779296.0,1676,2504
LL59,T,276,24769.0,38263057.0,1545,2165
LL60,ALL,614,52926.0,85834767.0,1622,2271
LL60,D,201,22644.0,38749717.0,1711,2356
LL60,S,271,20376.0,31313625.0,1537,2177
LL60,T,138,9652.0,15393475.0,1595,2277
LL61,ALL,1200,123102.0,217157432.0,1764,2433
LL61,D,607,73316.0,133697445.0,1824,2507
LL61,F,21,1214.0,2612955.0,2152,2831
LL61,S,294,26128.0,44663085.0,1709,2375
LL61,T,278,22444.0,36183947.0,1612,2237
LL62,ALL,193,22448.0,41978075.0,1870,2613
LL62,D,124,16304.0,33051900.0,2027,2827
LL62,S,24,2612.0,3600025.0,1378,1927
LL62,T,44,3468.0,5236150.0,1510,2127
LL63,ALL,193,19522.0,32259285.0,1652,2282
LL63,D,76,9672.0,17596582.0,1819,2540
LL63,S,40,3611.0,4976153.0,1378,1926
LL63,T,77,6239.0,9686550.0,1553,2088
LL64,ALL,442,54630.0,133245818.0,2439,3309
LL64,D,226,30833.0,79412010.0,2576,3474
LL64,F,62,5382.0,15076300.0,2801,3885
LL64,S,76,9703.0,20327213.0,2095,2858
LL64,T,78,8712.0,18430295.0,2116,2872
LL65,ALL,5036,500769.0,673487605.0,1345,1872
LL65,D,1642,197807.0,338846259.0,1713,2351
LL65,F,156,12031.0,22495139.0,1870,2516
LL65,S,1043,96854.0,133388058.0,1377,1926
LL65,T,2195,194077.0,178758149.0,921,1318
LL66,ALL,48,6560.0,9665900.0,1473,2122
LL66,D,39,5684.0,8623450.0,1517,2151
LL66,S,9,876.0,1042450.0,1190,1937
LL67,ALL,507,53318.0,84298060.0,1581,2222
LL67,D,293,34012.0,60507510.0,1779,2480
LL67,F,21,1547.0,2352200.0,1520,2180
LL67,S,51,5160.0,7201155.0,1396,1972
LL67,T,142,12599.0,14237195.0,1130,1631
LL68,ALL,1224,122729.0,167986139.0,1369,1899
LL68,D,511,60753.0,98418263.0,1620,2239
LL68,F,6,335.0,563150.0,1681,2441
LL68,S,290,25503.0,32832620.0,1287,1780
LL68,T,417,36138.0,36172106.0,1001,1405
LL69,ALL,202,20879.0,29340910.0,1405,1970
LL69,D,132,15285.0,21975750.0,1438,1992
LL69,S,38,3189.0,4547750.0,1426,2129
LL69,T,32,2405.0,2817410.0,1171,1620
LL70,ALL,36,5350.0,8366499.0,1564,2192
LL70,D,29,4619.0,7012499.0,1518,2115
LL70,S,6,635.0,1197000.0,1885,2767
LL71,ALL,348,37117.0,51270594.0,1381,1914
LL71,D,166,21131.0,34353194.0,1626,2251
LL71,S,43,4089.0,4876650.0,1193,1661
LL71,T,139,11897.0,12040750.0,1012,1404
LL72,ALL,299,30355.0,55670776.0,1834,2584
LL72,D,194,21693.0,39695492.0,1830,2587
LL72,F,6,330.0,464250.0,1407,1934
LL72,S,32,2651.0,4397199.0,1659,2486
LL72,T,67,5681.0,11113835.0,1956,2659
LL73,ALL,59,7924.0,14058950.0,1774,2454
LL73,D,50,6814.0,13001450.0,1908,2635
LL73,S,8,1070.0,1038500.0,971,1361
LL74,ALL,784,82409.0,158322671.0,1921,2674
LL74,D,563,65201.0,121096771.0,1857,2585
LL74,F,102,6531.0,17790200.0,2724,3719
LL74,S,92,8555.0,15463350.0,1808,2559
LL74,T,27,2122.0,3972350.0,1872,2641
LL75,ALL,402,39886.0,62521233.0,1567,2244
LL75,D,168,21558.0,35586618.0,1651,2335
LL75,S,148,11004.0,15328915.0,1393,2078
LL75,T,82,6776.0,10030700.0,1480,2066
LL76,ALL,65,7317.0,12341098.0,1687,2366
LL76,D,38,5070.0,9086880.0,1792,2549
LL76,T,24,1983.0,2884768.0,1455,1956
LL77,ALL,1240,129073.0,187592069.0,1453,2031
LL77,D,539,66112.0,104550953.0,1581,2225
LL77,F,9,461.0,644000.0,1397,2170
LL77,S,396,37258.0,50391769.0,1353,1891
LL77,T,296,25242.0,32005347.0,1268,1729
LL78,ALL,124,14756.0,24911593.0,1688,2333
LL78,D,97,11824.0,20606193.0,1743,2441
LL78,S,17,1663.0,2676450.0,1609,2096
LL78,T,10,1269.0,1628950.0,1284,1640
LN1,ALL,10662,1040799.0,1662100769.0,1597,2311
LN1,D,2293,309865.0,568806220.0,1836,2599
LN1,F,777,51910.0,110608074.0,2131,3001
LN1,S,1991,184845.0,288355488.0,1560,2270
LN1,T,5601,494179.0,694330987.0,1405,2073
LN10,ALL,2511,301747.0,560820228.0,1859,2563
LN10,D,1642,215446.0,422649479.0,1962,2693
LN10,F,206,18651.0,31689448.0,1699,2451
LN10,S,490,50367.0,81638911.0,1621,2224
LN10,T,173,17283.0,24842390.0,1437,2046
LN11,ALL,10466,1087865.0,1680979678.0,1545,2151
LN11,D,4561,599486.0,994883296.0,1660,2282
LN11,F,333,20616.0,24939303.0,1210,1775
LN11,S,2717,243069.0,361664879.0,1488,2068
LN11,T,2855,224694.0,299492200.0,1333,1927
LN12,ALL,5513,462536.0,692438230.0,1497,2130
LN12,D,2815,264289.0,427955770.0,1619,2289
LN12,F,356,20865.0,24544226.0,1176,1754
LN12,S,1927,141098.0,201819951.0,1430,2040
LN12,T,415,36284.0,38118283.0,1051,1536
LN13,ALL,2506,256933.0,385251552.0,1499,2121
LN13,D,1470,169655.0,271200551.0,1599,2259
LN13,F,14,1002.0,1133700.0,1131,1635
LN13,S,661,59130.0,81532286.0,1379,1944
LN13,T,361,27146.0,31385015.0,1156,1661
LN2,ALL,13478,1251693.0,2105450738.0,1682,2379
LN2,D,4190,504399.0,1022819701.0,2028,2798
LN2,F,1088,65475.0,120729053.0,1844,2722
LN2,S,3829,317232.0,529784985.0,1670,2372
LN2,T,4371,364587.0,432116999.0,1185,1746
LN3,ALL,2066,210231.0,373693993.0,1778,2481
LN3,D,1202,140539.0,252733246.0,1798,2513
LN3,F,26,1621.0,2277312.0,1405,1925
LN3,S,547,44907.0,78864045.0,1756,2454
LN3,T,291,23164.0,39819390.0,1719,2376
LN4,ALL,8149,851124.0,1491919861.0,1753,2461
LN4,D,4530,550586.0,1010113396.0,1835,2566
LN4,F,318,24166.0,34348628.0,1421,2123
LN4,S,1958,167458.0,289534786.0,1729,2427
LN4,T,1343,108914.0,157923051.0,1450,2053
LN5,ALL,12037,1057401.0,1536673911.0,1453,2106
LN5,D,2670,324368.0,614531183.0,1895,2651
LN5,F,752,46962.0,79184815.0,1686,2517
LN5,S,2267,188837.0,300831351.0,1593,2292
LN5,T,6348,497234.0,542126562.0,1090,1642
LN6,ALL,18875,1691923.0,2905545037.0,1717,2431
LN6,D,7325,802861.0,1481971242.0,1846,2598
LN6,F,689,37895.0,57831073.0,1526,2200
LN6,S,7478,598072.0,974179273.0,1629,2319
LN6,T,3383,253095.0,391563449.0,1547,2204
LN7,ALL,1344,168739.0,264703133.0,1569,2189
LN7,D,849,123458.0,200019028.0,1620,2251
LN7,F,12,912.0,1109500.0,1217,1785
LN7,S,271,26240.0,39238720.0,1495,2097
LN7,T,212,18129.0,24335885.0,1342,1920
LN8,ALL,5238,577746.0,913219431.0,1581,2217
LN8,D,2728,366032.0,626084340.0,1710,2382
LN8,F,139,9484.0,10429769.0,1100,1578
LN8,S,1245,111585.0,163871359.0,1469,2075
LN8,T,1126,90645.0,112833963.0,1245,1792
LN9,ALL,4195,422348.0,685843078.0,1624,2238
LN9,D,2209,265221.0,462517890.0,1744,2384
LN9,F,92,6286.0,6613540.0,1052,1552
LN9,S,951,79954.0,123771617.0,1548,2151
LN9,T,943,70887.0,92940031.0,1311,1852
LS1,ALL,2319,146905.0,387592070.0,2638,4241
LS1,D,11,566.0,1619005.0,2860,4796
LS1,F,2291,144621.0,382878465.0,2647,4254
LS1,T,14,1537.0,2530000.0,1646,2720
LS10,ALL,11490,844955.0,1399750052.0,1657,2442
LS10,D,856,88943.0,150816135.0,1696,2465
LS10,F,3575,201363.0,502650478.0,2496,3855
LS10,S,3787,291754.0,425564322.0,1459,2087
LS10,T,3272,262895.0,320719117.0,1220,1746
LS11,ALL,12124,968893.0,963738091.0,995,1508
LS11,D,274,27605.0,40802624.0,1478,2141
LS11,F,1420,75699.0,182580837.0,2412,3687
LS11,S,2304,194143.0,248417253.0,1280,1852
LS11,T,8126,671446.0,491937377.0,733,1136
LS12,ALL,14518,1150435.0,1613155489.0,1402,2048
LS12,D,1201,124031.0,224844898.0,1813,2649
LS12,F,1706,94272.0,179938268.0,1909,2876
LS12,S,4276,349238.0,552081825.0,1581,2250
LS12,T,7335,582894.0,656290498.0,1126,1665
LS13,ALL,12133,962403.0,1431681675.0,1488,2138
LS13,D,593,63205.0,111205885.0,1759,2571
LS13,F,1079,60034.0,108988485.0,1815,2670
LS13,S,4465,350049.0,573536013.0,1638,2298
LS13,T,5996,489115.0,637951292.0,1304,1902
LS14,ALL,8951,808536.0,1431483019.0,1770,2440
LS14,D,1260,187362.0,449285659.0,2398,3302
LS14,F,873,50722.0,92799069.0,1830,2588
LS14,S,4340,367930.0,609207359.0,1656,2248
LS14,T,2478,202522.0,280190932.0,1384,1952
LS15,ALL,10568,932426.0,1815146961.0,1947,2726
LS15,D,2088,231392.0,538545148.0,2327,3223
LS15,F,471,27209.0,44447912.0,1634,2482
LS15,S,5941,502126.0,960279541.0,1912,2661
LS15,T,2068,171699.0,271874360.0,1583,2286
LS16,ALL,12652,1320093.0,2986590381.0,2262,3161
LS16,D,3160,478857.0,1253737840.0,2618,3596
LS16,F,2315,155397.0,286363502.0,1843,2751
LS16,S,5931,570587.0,1215494378.0,2130,2978
LS16,T,1246,115252.0,230994661.0,2004,2815
LS17,ALL,14803,1613457.0,3624652112.0,2247,3198
LS17,D,3634,606398.0,1529804778.0,2523,3559
LS17,F,3114,216375.0,424580444.0,1962,2887
LS17,S,7229,713995.0,1497573356.0,2097,2983
LS17,T,826,76689.0,172693534.0,2252,3221
LS18,ALL,4750,450866.0,1199015110.0,2659,3691
LS18,D,955,131318.0,396322476.0,3018,4132
LS18,F,775,48798.0,113094992.0,2318,3254
LS18,S,1653,155644.0,418511175.0,2689,3739
LS18,T,1367,115106.0,271086467.0,2355,3309
LS19,ALL,4282,400655.0,919522771.0,2295,3233
LS19,D,687,94143.0,241754785.0,2568,3602
LS19,F,382,22459.0,48401832.0,2155,3010
LS19,S,1669,148903.0,346790256.0,2329,3269
LS19,T,1544,135150.0,282575898.0,2091,2973
LS2,ALL,2494,146164.0,317905290.0,2175,3474
LS2,D,10,872.0,1807600.0,2073,3374
LS2,F,2297,125220.0,289431651.0,2311,3683
LS2,S,22,2096.0,3034605.0,1448,2531
LS2,T,165,17976.0,23631434.0,1315,2136
LS20,ALL,2726,291171.0,721103378.0,2477,3485
LS20,D,718,107105.0,295546093.0,2759,3855
LS20,F,414,27173.0,63232304.0,2327,3411
LS20,S,839,83874.0,203891776.0,2431,3413
LS20,T,755,73019.0,158433205.0,2170,3053
LS21,ALL,6379,627328.0,1373781225.0,2190,3080
LS21,D,1188,161114.0,423803482.0,2630,3695
LS21,F,668,45183.0,116269905.0,2573,3573
LS21,S,1926,179022.0,377159473.0,2107,2950
LS21,T,2597,242009.0,456548365.0,1886,2674
LS22,ALL,6025,706238.0,1862006626.0,2637,3654
LS22,D,2671,410607.0,1159100196.0,2823,3866
LS22,F,947,65989.0,171249594.0,2595,3768
LS22,S,1352,133858.0,313773269.0,2344,3259
LS22,T,1055,95784.0,217883567.0,2275,3219
