postcode_district,property_type,num_sales,total_floor_area,total_price,price_per_sqm,adj_price_per_sqm
CA4,F,171,14767.0,28526581.0,1932,2645
CA4,S,560,61356.0,108293145.0,1765,2438
CA4,T,301,27662.0,47409299.0,1714,2383
CA5,ALL,1113,143801.0,261903517.0,1821,2528
CA5,D,649,96358.0,181080575.0,1879,2611
CA5,F,20,1377.0,2812800.0,2043,2839
CA5,S,301,31285.0,53568619.0,1712,2375
CA5,T,143,14781.0,24441523.0,1654,2284
CA6,ALL,1501,173203.0,277544051.0,1602,2260
CA6,D,743,103617.0,179692495.0,1734,2451
CA6,F,42,2942.0,3895578.0,1324,1856
CA6,S,398,37529.0,56858377.0,1515,2116
CA6,T,318,29115.0,37097601.0,1274,1805
CA7,ALL,4719,512755.0,716964758.0,1398,1969
CA7,D,1784,231319.0,377484810.0,1632,2287
CA7,F,120,9530.0,8036995.0,843,1230
CA7,S,1170,112237.0,162663974.0,1449,2013
CA7,T,1645,159669.0,168778979.0,1057,1519
CA8,ALL,2391,272149.0,432129479.0,1588,2224
CA8,D,964,140001.0,246662845.0,1762,2472
CA8,F,136,9203.0,10164348.0,1104,1656
CA8,S,727,72813.0,107444758.0,1476,2057
CA8,T,564,50132.0,67857528.0,1354,1880
CA9,ALL,490,60922.0,78683464.0,1292,1836
CA9,D,182,27248.0,40817126.0,1498,2126
CA9,F,26,1644.0,1449500.0,882,1343
CA9,S,116,12744.0,16808600.0,1319,1880
CA9,T,166,19286.0,19608238.0,1017,1438
CB1,ALL,17747,1508488.0,5371004341.0,3561,5085
CB1,D,1635,209766.0,764765727.0,3646,5113
CB1,F,4637,259959.0,1013865835.0,3900,5587
CB1,S,3852,392356.0,1363349756.0,3475,4883
CB1,T,7623,646407.0,2229023023.0,3448,4998
CB10,ALL,3825,430734.0,1349861287.0,3134,4324
CB10,D,1508,240134.0,777642934.0,3238,4421
CB10,F,406,23362.0,64543708.0,2763,3933
CB10,S,970,93422.0,285594600.0,3057,4210
CB10,T,941,73816.0,222080045.0,3009,4277
CB11,ALL,6057,666564.0,2017725527.0,3027,4221
CB11,D,1845,307661.0,956239730.0,3108,4300
CB11,F,1311,74853.0,211786277.0,2829,4047
CB11,S,1553,168336.0,509112861.0,3024,4187
CB11,T,1348,115714.0,340586659.0,2943,4174
CB2,ALL,5187,593963.0,2743732049.0,4619,6353
CB2,D,868,165407.0,829134281.0,5013,6803
CB2,F,2450,176164.0,820119088.0,4655,6504
CB2,S,501,67733.0,298488697.0,4407,6066
CB2,T,1368,184659.0,795989983.0,4311,5909
CB21,ALL,2319,286099.0,877369881.0,3067,4275
CB21,D,1125,173987.0,543269299.0,3122,4359
CB21,F,78,5450.0,13906922.0,2552,3633
CB21,S,714,73001.0,217121025.0,2974,4133
CB21,T,402,33661.0,103072635.0,3062,4255
CB22,ALL,4095,475994.0,1725565033.0,3625,5016
CB22,D,1624,252119.0,969825912.0,3847,5282
CB22,F,176,10649.0,36092142.0,3389,4732
CB22,S,1439,142603.0,483841566.0,3393,4747
CB22,T,856,70623.0,235805413.0,3339,4653
CB23,ALL,7278,798088.0,2295627683.0,2876,3989
CB23,D,2936,432501.0,1272305116.0,2942,4070
CB23,F,618,38988.0,99787890.0,2559,3614
CB23,S,1841,170415.0,507021522.0,2975,4075
CB23,T,1883,156184.0,416513155.0,2667,3763
CB24,ALL,6961,731346.0,2243728560.0,3068,4202
CB24,D,2931,395585.0,1226118318.0,3100,4193
CB24,F,557,32433.0,93749139.0,2891,4064
CB24,S,1948,179792.0,566463274.0,3151,4348
CB24,T,1525,123536.0,357397829.0,2893,4056
CB25,ALL,3260,343401.0,1002012920.0,2918,4069
CB25,D,1330,180463.0,533764030.0,2958,4111
CB25,F,229,13470.0,33209345.0,2465,3469
CB25,S,846,79334.0,232720157.0,2933,4100
CB25,T,855,70134.0,202319388.0,2885,4043
CB3,ALL,2707,319400.0,1471968739.0,4609,6199
CB3,D,704,121954.0,580096804.0,4757,6437
CB3,F,897,65342.0,294813183.0,4512,6015
CB3,S,455,53379.0,231611612.0,4339,5883
CB3,T,651,78725.0,365447140.0,4642,6196
CB4,ALL,11892,1025907.0,3342279589.0,3258,4645
CB4,D,1056,130305.0,448577945.0,3443,4840
CB4,F,3381,194017.0,626295779.0,3228,4699
CB4,S,3086,310808.0,1007428147.0,3241,4597
CB4,T,4369,390777.0,1259977718.0,3224,4590
CB5,ALL,3690,327219.0,1187313882.0,3628,5018
CB5,D,310,39108.0,172968413.0,4423,5430
CB5,F,1160,75031.0,326429520.0,4351,6129
CB5,S,1175,113536.0,341530942.0,3008,4180
CB5,T,1045,99544.0,346385007.0,3480,4975
CB6,ALL,9943,1029123.0,2431382812.0,2363,3302
CB6,D,4259,545852.0,1303523633.0,2388,3323
CB6,F,296,17793.0,36124227.0,2030,2850
CB6,S,2924,263525.0,626548899.0,2378,3303
CB6,T,2464,201953.0,465186053.0,2303,3283
CB7,ALL,7850,730079.0,1771512591.0,2426,3391
CB7,D,2198,289824.0,721287761.0,2489,3415
CB7,F,897,52142.0,131824468.0,2528,3575
CB7,S,1936,172032.0,407244998.0,2367,3308
CB7,T,2819,216081.0,511155364.0,2366,3382
CB8,ALL,10977,1111070.0,2594903696.0,2335,3323
CB8,D,3257,487770.0,1257036079.0,2577,3604
CB8,F,1340,88944.0,197916091.0,2225,3282
CB8,S,2415,224230.0,501268189.0,2236,3191
CB8,T,3965,310126.0,638683337.0,2059,2989
CB9,ALL,12375,1100974.0,2214391545.0,2011,2895
CB9,D,3422,410615.0,896477330.0,2183,3119
CB9,F,724,38528.0,83618752.0,2170,3146
CB9,S,2839,241375.0,495941930.0,2055,2934
CB9,T,5390,410456.0,738353533.0,1799,2625
CF10,ALL,6790,483752.0,1062138788.0,2196,3355
CF10,D,34,4382.0,11162750.0,2547,3560
CF10,F,5928,397669.0,915274532.0,2302,3538
CF10,S,173,14983.0,29351274.0,1959,2956
CF10,T,655,66718.0,106350232.0,1594,2337
CF11,ALL,14226,1232009.0,2367593689.0,1922,2805
CF11,D,307,34934.0,74097485.0,2121,3111
CF11,F,5322,326559.0,780486391.0,2390,3571
CF11,S,1298,126815.0,241521734.0,1905,2737
CF11,T,7299,743701.0,1271488079.0,1710,2466
CF14,ALL,20235,1983991.0,4583067954.0,2310,3237
CF14,D,3243,435865.0,1159637359.0,2661,3686
CF14,F,3341,201578.0,436614652.0,2166,3111
CF14,S,7590,787517.0,1865298339.0,2369,3285
CF14,T,6061,559031.0,1121517604.0,2006,2864
CF15,ALL,3281,349076.0,830601363.0,2379,3343
CF15,D,1283,181786.0,462396277.0,2544,3557
CF15,F,444,27715.0,60047277.0,2167,3109
CF15,S,794,76861.0,174342929.0,2268,3201
CF15,T,760,62714.0,133814880.0,2134,3004
CF23,ALL,11236,1160548.0,2546520460.0,2194,3107
CF23,D,2215,317030.0,815793076.0,2573,3611
CF23,F,1911,126006.0,264781771.0,2101,3010
CF23,S,3194,334047.0,743303566.0,2225,3147
CF23,T,3916,383465.0,722642047.0,1885,2688
CF24,ALL,17152,1560649.0,2368028212.0,1517,2269
CF24,D,412,41025.0,69646479.0,1698,2678
CF24,F,1981,107129.0,203840607.0,1903,2819
CF24,S,1458,139422.0,239457575.0,1718,2566
CF24,T,13301,1273073.0,1855083551.0,1457,2178
CF3,ALL,7316,674040.0,1329471571.0,1972,2773
CF3,D,1577,209680.0,481347950.0,2296,3188
CF3,F,806,49938.0,80660278.0,1615,2314
CF3,S,2732,239796.0,459981359.0,1918,2695
CF3,T,2201,174626.0,307481984.0,1761,2512
CF31,ALL,12768,1182066.0,1957861100.0,1656,2322
CF31,D,3795,437118.0,805553659.0,1843,2585
CF31,F,551,33631.0,53722295.0,1597,2293
CF31,S,5472,475692.0,762908721.0,1604,2229
CF31,T,2950,235625.0,335676425.0,1425,2023
CF32,ALL,5098,500818.0,738010053.0,1474,2064
CF32,D,1188,166385.0,326444018.0,1962,2702
CF32,F,170,12511.0,21136126.0,1689,2511
CF32,S,1526,136925.0,198790019.0,1452,2036
CF32,T,2214,184997.0,191639890.0,1036,1479
CF33,ALL,2047,185782.0,263854123.0,1420,2009
CF33,D,442,50847.0,85406474.0,1680,2341
CF33,F,126,6786.0,9095891.0,1340,1945
CF33,S,889,77772.0,107121469.0,1377,1955
CF33,T,590,50377.0,62230289.0,1235,1766
CF34,ALL,4755,440708.0,431124485.0,978,1387
CF34,D,518,69825.0,90713198.0,1299,1817
CF34,F,60,4211.0,3283177.0,780,1161
CF34,S,1267,117649.0,127636632.0,1085,1528
CF34,T,2910,249023.0,209491478.0,841,1204
CF35,ALL,4351,455090.0,862543455.0,1895,2605
CF35,D,1881,245188.0,490435640.0,2000,2738
CF35,F,70,4209.0,6412330.0,1523,2088
CF35,S,1702,148115.0,268352879.0,1812,2511
CF35,T,698,57578.0,97342606.0,1691,2319
CF36,ALL,5108,550641.0,1069575039.0,1942,2672
CF36,D,1729,228404.0,492645848.0,2157,2938
CF36,F,704,46287.0,108644347.0,2347,3242
CF36,S,1836,190672.0,340777801.0,1787,2475
CF36,T,839,85278.0,127507043.0,1495,2093
CF37,ALL,9680,844579.0,1001015567.0,1185,1677
CF37,D,734,93093.0,148093427.0,1591,2220
CF37,F,309,16717.0,24087515.0,1441,2029
CF37,S,1987,184760.0,246430390.0,1334,1857
CF37,T,6650,550009.0,582404235.0,1059,1515
CF38,ALL,4221,388735.0,711550883.0,1830,2581
CF38,D,1304,156758.0,317512701.0,2025,2849
CF38,F,107,6169.0,8903457.0,1443,2122
CF38,S,1847,151080.0,266128417.0,1762,2476
CF38,T,963,74728.0,119006308.0,1593,2270
CF39,ALL,5549,500231.0,545613564.0,1091,1529
CF39,D,780,92535.0,146666219.0,1585,2220
CF39,F,36,2095.0,1574344.0,751,1004
CF39,S,1310,118565.0,146589063.0,1236,1714
CF39,T,3423,287036.0,250783938.0,874,1233
CF40,ALL,5348,462213.0,395199249.0,855,1200
CF40,D,242,30095.0,40960457.0,1361,1945
CF40,F,35,2408.0,1407350.0,584,808
CF40,S,525,51756.0,53347675.0,1031,1414
CF40,T,4546,377954.0,299483767.0,792,1114
CF41,ALL,2099,184249.0,156314520.0,848,1202
CF41,D,113,15023.0,19096685.0,1271,1756
CF41,F,23,1584.0,642700.0,406,589
CF41,S,167,15379.0,16177394.0,1052,1481
CF41,T,1796,152263.0,120397741.0,791,1125
CF42,ALL,3341,293888.0,243176092.0,827,1166
CF42,D,125,16802.0,23075813.0,1373,1874
CF42,F,10,548.0,323700.0,591,869
CF42,S,230,22882.0,23062474.0,1008,1425
CF42,T,2976,253656.0,196714105.0,776,1096
CF43,ALL,2260,187954.0,132021261.0,702,1001
CF43,D,60,8038.0,8433190.0,1049,1461
CF43,F,46,2841.0,1550377.0,546,797
CF43,S,110,10285.0,8468194.0,823,1158
CF43,T,2044,166790.0,113569500.0,681,973
CF44,ALL,9848,894261.0,994709025.0,1112,1541
CF44,D,1724,214614.0,342377927.0,1595,2172
CF44,F,226,12812.0,12126627.0,947,1297
CF44,S,2037,190343.0,225475103.0,1185,1626
CF44,T,5861,476492.0,414729368.0,870,1230
CF45,ALL,4492,383553.0,341366004.0,890,1243
CF45,D,307,37995.0,54355144.0,1431,1935
CF45,F,68,3977.0,4338200.0,1091,1449
CF45,S,642,60216.0,63059962.0,1047,1443
CF45,T,3475,281365.0,219612698.0,781,1103
CF46,ALL,2976,274999.0,339654632.0,1235,1730
CF46,D,575,75065.0,126038625.0,1679,2315
CF46,F,7,499.0,493500.0,989,1426
CF46,S,791,69012.0,91865695.0,1331,1877
CF46,T,1603,130423.0,121256812.0,930,1318
CF47,ALL,4780,433827.0,458198560.0,1056,1483
CF47,D,575,69223.0,112928420.0,1631,2240
CF47,F,140,7098.0,8925349.0,1257,1839
CF47,S,973,94353.0,107190603.0,1136,1573
CF47,T,3092,263153.0,229154188.0,871,1242
CF48,ALL,4172,387765.0,465910991.0,1202,1690
CF48,D,913,118120.0,178614235.0,1512,2086
CF48,F,54,3009.0,3677935.0,1222,1749
CF48,S,1091,94599.0,122292773.0,1293,1824
CF48,T,2114,172037.0,161326048.0,938,1342
CF5,ALL,20278,1875929.0,3623331775.0,1931,2723
CF5,D,2917,382556.0,903426867.0,2362,3288
CF5,F,2654,154267.0,278704806.0,1807,2647
CF5,S,6225,591471.0,1099921128.0,1860,2608
CF5,T,8482,747635.0,1341278974.0,1794,2541
CF61,ALL,2634,247892.0,496582271.0,2003,2835
CF61,D,896,109500.0,236315409.0,2158,3030
CF61,F,61,3918.0,7036400.0,1796,2469
CF61,S,887,75433.0,147263780.0,1952,2777
CF61,T,790,59041.0,105966682.0,1795,2573
CF62,ALL,13518,1315389.0,2245887362.0,1707,2379
CF62,D,2754,346446.0,693501701.0,2002,2791
CF62,F,1155,74980.0,129334239.0,1725,2415
CF62,S,4195,389440.0,681726647.0,1751,2436
CF62,T,5414,504523.0,741324775.0,1469,2045
CF63,ALL,8509,765321.0,1018192199.0,1330,1932
CF63,D,1142,135658.0,222104201.0,1637,2440
CF63,F,837,50852.0,84953842.0,1671,2516
CF63,S,1613,142661.0,210746414.0,1477,2104
CF63,T,4917,436150.0,500387742.0,1147,1650
CF64,ALL,12691,1364076.0,3194051509.0,2342,3274
CF64,D,2581,392836.0,1034919934.0,2634,3642
CF64,F,2665,178742.0,409167903.0,2289,3327
CF64,S,3397,387271.0,883152570.0,2280,3171
CF64,T,4048,405227.0,866811102.0,2139,2993
CF71,ALL,2280,289802.0,769302125.0,2655,3601
CF71,D,1233,188736.0,515515290.0,2731,3660
CF71,F,142,10224.0,31895595.0,3120,4168
CF71,S,616,63463.0,152891275.0,2409,3374
CF71,T,289,27379.0,68999965.0,2520,3510
CF72,ALL,5452,534095.0,1012737236.0,1896,2669
CF72,D,1881,234686.0,479205860.0,2042,2881
CF72,F,223,20339.0,46135990.0,2268,3143
CF72,S,2069,172280.0,312854134.0,1816,2546
CF72,T,1279,106790.0,174541252.0,1634,2311
CF81,ALL,2803,252581.0,260562079.0,1032,1430
CF81,D,254,29832.0,47768240.0,1601,2132
CF81,F,58,3544.0,3514685.0,992,1317
CF81,S,598,54972.0,65427405.0,1190,1614
CF81,T,1893,164233.0,143851749.0,876,1243
CF82,ALL,3469,315089.0,472600933.0,1500,2127
CF82,D,852,97961.0,173622809.0,1772,2509
CF82,F,115,6940.0,10087295.0,1454,2098
CF82,S,1489,128555.0,184172710.0,1433,2028
CF82,T,1013,81633.0,104718119.0,1283,1825
CF83,ALL,13703,1201027.0,1972612148.0,1642,2320
CF83,D,3128,354128.0,680346688.0,1921,2693
CF83,F,512,31030.0,46508728.0,1499,2128
CF83,S,5232,421893.0,715037604.0,1695,2392
CF83,T,4831,393976.0,530719128.0,1347,1923
CH1,ALL,8687,733313.0,1458611101.0,1989,2885
CH1,D,886,121241.0,279270206.0,2303,3199
CH1,F,3107,199539.0,482405958.0,2418,3585
CH1,S,1687,146897.0,265351627.0,1806,2599
CH1,T,3007,265636.0,431583310.0,1625,2375
CH2,ALL,10517,968214.0,2063928803.0,2132,3034
CH2,D,1919,233295.0,555142568.0,2380,3329
CH2,F,1414,86575.0,174702011.0,2018,3060
CH2,S,4114,389993.0,848711123.0,2176,3075
CH2,T,3070,258351.0,485373101.0,1879,2698
CH3,ALL,8697,964150.0,2360103996.0,2448,3415
CH3,D,3026,442721.0,1177703999.0,2660,3663
CH3,F,695,52528.0,145390836.0,2768,3938
CH3,S,2852,278977.0,646788370.0,2318,3253
CH3,T,2124,189924.0,390220791.0,2055,2928
CH4,ALL,9500,954180.0,2139140016.0,2242,3080
CH4,D,3255,427816.0,1099921693.0,2571,3434
CH4,F,723,46027.0,95446778.0,2074,3025
CH4,S,3464,314436.0,630346748.0,2005,2800
CH4,T,2058,165901.0,313424797.0,1889,2710
CH41,ALL,5970,486157.0,442294091.0,910,1336
CH41,D,106,11400.0,16276655.0,1428,1906
CH41,F,875,61598.0,76152996.0,1236,1901
CH41,S,1171,102468.0,117398671.0,1146,1597
CH41,T,3818,310691.0,232465769.0,748,1117
CH42,ALL,10429,996012.0,1024039134.0,1028,1489
CH42,D,504,79039.0,134665228.0,1704,2341
CH42,F,846,53839.0,69169641.0,1285,2010
CH42,S,3052,348788.0,387194549.0,1110,1571
CH42,T,6027,514346.0,433009716.0,842,1249
CH43,ALL,11458,1215681.0,1835120441.0,1510,2143
CH43,D,2335,345123.0,624691379.0,1810,2563
CH43,F,2517,176396.0,240707347.0,1365,2032
CH43,S,4654,504377.0,738383106.0,1464,2056
CH43,T,1952,189785.0,231338609.0,1219,1716
CH44,ALL,9618,932027.0,847112259.0,909,1310
CH44,D,238,28798.0,39732179.0,1380,1941
CH44,F,445,30599.0,34316668.0,1121,1700
CH44,S,2840,301424.0,334955277.0,1111,1557
CH44,T,6095,571206.0,438108135.0,767,1128
CH45,ALL,10723,1183281.0,1457098912.0,1231,1742
CH45,D,718,110185.0,168652834.0,1531,2149
CH45,F,1998,140112.0,188869198.0,1348,2005
CH45,S,4676,601074.0,748074984.0,1245,1732
CH45,T,3331,331910.0,351501896.0,1059,1513
CH46,ALL,6850,591480.0,884320574.0,1495,2104
CH46,D,1604,159671.0,280628194.0,1758,2422
CH46,F,363,21312.0,30276784.0,1421,2164
CH46,S,3692,315117.0,454215868.0,1441,2042
CH46,T,1191,95380.0,119199728.0,1250,1765
CH47,ALL,3595,429964.0,825834100.0,1921,2698
CH47,D,649,109737.0,246700929.0,2248,3114
CH47,F,774,59419.0,113014208.0,1902,2761
CH47,S,1186,159159.0,295030482.0,1854,2584
CH47,T,986,101649.0,171088481.0,1683,2391
CH48,ALL,4367,541550.0,1248347778.0,2305,3245
CH48,D,1444,263560.0,677336805.0,2570,3589
CH48,F,1133,87324.0,182418523.0,2089,3020
CH48,S,1187,131977.0,275383842.0,2087,2930
CH48,T,603,58689.0,113208608.0,1929,2740
CH49,ALL,8227,717108.0,1246041813.0,1738,2426
CH49,D,1790,195313.0,411284326.0,2106,2891
CH49,F,753,42728.0,61454798.0,1438,2127
CH49,S,4213,362686.0,614047432.0,1693,2379
CH49,T,1471,116381.0,159255257.0,1368,1906
CH5,ALL,6256,581939.0,990578050.0,1702,2405
CH5,D,2081,244517.0,473869082.0,1938,2706
CH5,F,286,13926.0,24256182.0,1742,2570
CH5,S,2587,217143.0,346743466.0,1597,2278
CH5,T,1302,106353.0,145709320.0,1370,1953
CH6,ALL,4322,376393.0,536904848.0,1426,2008
CH6,D,1191,126887.0,216687645.0,1708,2359
CH6,F,23,1550.0,1875195.0,1210,1942
CH6,S,2160,174988.0,230824088.0,1319,1873
CH6,T,948,72968.0,87517920.0,1199,1723
CH60,ALL,3902,489336.0,1199964910.0,2452,3412
CH60,D,1931,314736.0,820927428.0,2608,3601
CH60,F,650,41254.0,90570168.0,2195,3185
CH60,S,1151,119648.0,258306169.0,2159,3027
CH60,T,170,13698.0,30161145.0,2202,3140
CH61,ALL,5045,489770.0,971271355.0,1983,2751
CH61,D,1098,128947.0,295696462.0,2293,3150
CH61,F,124,8484.0,13864270.0,1634,2440
CH61,S,3450,322342.0,605891574.0,1880,2620
CH61,T,373,29997.0,55819049.0,1861,2531
CH62,ALL,8700,759284.0,1204154299.0,1586,2236
CH62,D,1115,133456.0,277195741.0,2077,2852
CH62,F,773,47193.0,76288183.0,1617,2411
CH62,S,3917,339793.0,541110717.0,1592,2244
CH62,T,2895,238842.0,309559658.0,1296,1845
CH63,ALL,7605,749819.0,1404066118.0,1873,2600
CH63,D,1750,218926.0,486508767.0,2222,3039
CH63,F,665,41660.0,65673015.0,1576,2365
CH63,S,4131,398986.0,710242122.0,1780,2472
CH63,T,1059,90247.0,141642214.0,1569,2208
CH64,ALL,4910,552924.0,1217669146.0,2202,3093
CH64,D,2053,299425.0,717661424.0,2397,3352
CH64,F,458,30993.0,69158964.0,2231,3178
CH64,S,1400,136354.0,272077218.0,1995,2796
CH64,T,999,86152.0,158771540.0,1843,2631
CH65,ALL,7155,600443.0,834820318.0,1390,1978
CH65,D,1033,108887.0,194682407.0,1788,2575
CH65,F,563,34518.0,45963564.0,1332,1942
CH65,S,2813,235343.0,356673298.0,1516,2114
CH65,T,2746,221695.0,237501049.0,1071,1547
CH66,ALL,6515,596272.0,1131349349.0,1897,2632
CH66,D,1874,219080.0,476434076.0,2175,2976
CH66,F,348,20661.0,36063443.0,1745,2540
CH66,S,2992,250539.0,451710742.0,1803,2531
CH66,T,1301,105992.0,167141088.0,1577,2176
CH7,ALL,12353,1195657.0,2127650268.0,1779,2484
CH7,D,5464,650206.0,1249213437.0,1921,2663
CH7,F,508,29036.0,56073137.0,1931,2686
CH7,S,4445,364861.0,595896821.0,1633,2305
CH7,T,1936,151554.0,226466873.0,1494,2105
CH8,ALL,3530,357170.0,547611032.0,1533,2145
CH8,D,1508,193778.0,332372161.0,1715,2372
CH8,F,45,3434.0,5034385.0,1466,2035
CH8,S,1334,111630.0,149733090.0,1341,1899
CH8,T,643,48328.0,60471396.0,1251,1810
CM0,ALL,6607,661386.0,1599479939.0,2418,3364
CM0,D,2780,364951.0,912034156.0,2499,3440
CM0,F,586,30988.0,58729144.0,1895,2904
CM0,S,1830,158451.0,381296086.0,2406,3340
CM0,T,1411,106996.0,247420553.0,2312,3272
CM1,ALL,22161,1932895.0,5777086997.0,2989,4179
CM1,D,4379,573631.0,1912939609.0,3335,4556
CM1,F,5956,333738.0,965296901.0,2892,4183
CM1,S,6188,563436.0,1645503603.0,2920,4064
CM1,T,5638,462090.0,1253346884.0,2712,3850
CM11,ALL,6195,721046.0,2231173794.0,3094,4319
CM11,D,2220,379096.0,1208541432.0,3188,4418
CM11,F,382,21298.0,65575679.0,3079,4562
CM11,S,2309,217629.0,667303455.0,3066,4273
CM11,T,1284,103023.0,289753228.0,2813,4002
CM12,ALL,8155,816212.0,2681296087.0,3285,4623
CM12,D,2573,383104.0,1262941916.0,3297,4634
CM12,F,1106,62545.0,203415740.0,3252,4664
CM12,S,2966,266556.0,887857543.0,3331,4632
CM12,T,1510,104007.0,327080888.0,3145,4536
CM13,ALL,5422,607476.0,2381928815.0,3921,5465
CM13,D,1597,289609.0,1249976704.0,4316,6011
CM13,F,1028,64288.0,203598334.0,3167,4593
CM13,S,1759,170378.0,631271165.0,3705,5137
CM13,T,1038,83201.0,297082612.0,3571,4908
CM14,ALL,8564,719782.0,2561755463.0,3559,4999
CM14,D,960,146556.0,550066088.0,3753,5209
CM14,F,3943,236783.0,851842505.0,3598,5076
CM14,S,1473,153209.0,542909221.0,3544,4949
CM14,T,2188,183234.0,616937649.0,3367,4772
CM15,ALL,5297,564758.0,2144009134.0,3796,5273
CM15,D,1737,260966.0,1039848062.0,3985,5500
CM15,F,1236,73771.0,253088302.0,3431,4861
CM15,S,1691,178524.0,666163580.0,3732,5189
CM15,T,633,51497.0,184909190.0,3591,5008
CM16,ALL,6672,700650.0,2781650812.0,3970,5552
CM16,D,1381,228171.0,939329309.0,4117,5743
CM16,F,1629,97148.0,382399878.0,3936,5668
CM16,S,1970,211766.0,850166979.0,4015,5572
CM16,T,1692,163565.0,609754646.0,3728,5193
CM17,ALL,10799,927318.0,2691823797.0,2903,4148
CM17,D,2542,313216.0,919861778.0,2937,4173
CM17,F,1642,94613.0,266518658.0,2817,4028
CM17,S,2268,203434.0,621572507.0,3055,4285
CM17,T,4347,316055.0,883870854.0,2797,4072
CM18,ALL,6902,551136.0,1268056666.0,2301,3249
CM18,D,394,48945.0,134102809.0,2740,3762
CM18,F,1522,83186.0,164611362.0,1979,2963
CM18,S,696,65268.0,157899329.0,2419,3401
CM18,T,4290,353737.0,811443166.0,2294,3218
CM19,ALL,5768,479475.0,1177787139.0,2456,3508
CM19,D,600,92218.0,277988531.0,3014,4267
CM19,F,1524,79637.0,156478063.0,1965,2977
CM19,S,754,70858.0,197744310.0,2791,3927
CM19,T,2890,236762.0,545576235.0,2304,3267
CM2,ALL,22609,1920713.0,5647360538.0,2940,4159
CM2,D,3960,516059.0,1586803908.0,3075,4335
CM2,F,6422,358559.0,1062830037.0,2964,4269
CM2,S,6110,570013.0,1666836295.0,2924,4086
CM2,T,6117,476082.0,1330890298.0,2796,3975
CM20,ALL,6184,489897.0,1281176521.0,2615,3643
CM20,D,334,45862.0,160598280.0,3502,4751
CM20,F,2216,124679.0,313673539.0,2516,3630
CM20,S,678,65301.0,180363500.0,2762,3826
CM20,T,2956,254055.0,626541202.0,2466,3403
CM21,ALL,4548,429667.0,1364375748.0,3175,4401
CM21,D,1065,159086.0,542258529.0,3409,4573
CM21,F,1294,69368.0,196003882.0,2826,4165
CM21,S,1130,118610.0,373806502.0,3152,4333
CM21,T,1059,82603.0,252306835.0,3054,4365
CM22,ALL,3368,465936.0,1430524902.0,3070,4252
CM22,D,1968,331156.0,1015810419.0,3067,4213
CM22,F,104,6491.0,17733980.0,2732,4031
CM22,S,846,90981.0,279682673.0,3074,4316
CM22,T,450,37308.0,117297830.0,3144,4474
CM23,ALL,17909,1738925.0,5490382192.0,3157,4452
CM23,D,5379,770622.0,2466188875.0,3200,4481
CM23,F,3240,186431.0,598617295.0,3211,4548
CM23,S,4401,420964.0,1341120224.0,3186,4421
CM23,T,4889,360908.0,1084455798.0,3005,4375
CM24,ALL,3146,326412.0,979849101.0,3002,4201
CM24,D,907,135637.0,431637918.0,3182,4344
CM24,F,385,24135.0,62321228.0,2582,3930
CM24,S,741,77936.0,229230553.0,2941,4128
CM24,T,1113,88704.0,256659402.0,2893,4120
CM3,ALL,11204,1282937.0,4081365452.0,3181,4372
CM3,D,5740,848380.0,2724021225.0,3211,4383
CM3,F,1143,60921.0,179072073.0,2939,4240
CM3,S,2631,248242.0,781664983.0,3149,4354
CM3,T,1690,125394.0,396607171.0,3163,4400
CM4,ALL,2802,372706.0,1472743647.0,3951,5435
CM4,D,1169,215062.0,898096519.0,4176,5709
CM4,F,338,23331.0,84225126.0,3610,5069
CM4,S,897,97485.0,353533071.0,3627,5015
CM4,T,398,36828.0,136888931.0,3717,5178
CM5,ALL,2972,327869.0,1112535356.0,3393,4725
CM5,D,882,140949.0,496682249.0,3524,4916
CM5,F,459,25895.0,82833019.0,3199,4549
CM5,S,1059,109045.0,364009137.0,3338,4588
CM5,T,572,51980.0,169010951.0,3251,4580
CM6,ALL,8269,971938.0,2952240927.0,3037,4174
CM6,D,3940,608189.0,1849410490.0,3041,4156
CM6,F,973,53976.0,148585434.0,2753,3957
CM6,S,1856,182248.0,560746547.0,3077,4240
CM6,T,1500,127525.0,393498456.0,3086,4255
CM7,ALL,19186,1665980.0,3940752424.0,2365,3382
CM7,D,4542,562159.0,1395153456.0,2482,3516
CM7,F,3405,191859.0,434517573.0,2265,3300
CM7,S,5858,506382.0,1194892218.0,2360,3351
CM7,T,5381,405580.0,916189177.0,2259,3273
CM77,ALL,3128,347812.0,973275252.0,2798,3937
CM77,D,1438,208204.0,579129492.0,2782,3902
CM77,F,205,11791.0,29744765.0,2523,3627
CM77,S,859,77285.0,226527635.0,2931,4092
CM77,T,626,50532.0,137873360.0,2728,3916
CM8,ALL,12696,1074073.0,2824565456.0,2630,3651
CM8,D,2080,288124.0,876123297.0,3041,4075
CM8,F,2826,150624.0,378049958.0,2510,3585
CM8,S,3197,275800.0,739223213.0,2680,3736
CM8,T,4593,359525.0,831168988.0,2312,3274
CM9,ALL,9618,934429.0,2616236255.0,2800,3876
CM9,D,3400,456929.0,1304882548.0,2856,3933
CM9,F,918,52341.0,151239226.0,2889,4081
CM9,S,2881,252301.0,703522811.0,2788,3813
CM9,T,2419,172858.0,456591670.0,2641,3757
CO1,ALL,9293,654937.0,1382036047.0,2110,3091
CO1,D,534,56595.0,131129202.0,2317,3300
CO1,F,3116,169985.0,373955672.0,2200,3288
